petal.length	variety
6.6	Versicolor
9.5	Virginica
7.7	Virginica
1.4	Setosa
2.4	Setosa
9.5	Virginica
7.0	Versicolor
7.9	Virginica
1.4	Setosa
9.1	Virginica
2.5	Setosa
8.0	Versicolor
9.2	Virginica
8.9	Virginica
5.5	Virginica
9.4	Virginica
6.5	Versicolor
8.1	Virginica
2.7	Setosa
2.3	Setosa
3.8	Versicolor
10.8	Virginica
8.5	Versicolor
4.1	Setosa
9.1	Virginica
3.3	Setosa
9.1	Virginica
3.9	Versicolor
7.1	Virginica
5.6	Virginica
7.0	Virginica
6.5	Versicolor
8.9	Versicolor
5.0	Setosa
4.6	Setosa
6.8	Virginica
7.6	Virginica
8.3	Virginica
6.0	Virginica
5.0	Setosa
8.0	Versicolor
1.4	Setosa
5.5	Versicolor
3.4	Setosa
8.0	Versicolor
3.3	Setosa
3.9	Setosa
7.1	Versicolor
8.2	Versicolor
4.0	Versicolor
5.0	Setosa
9.4	Virginica
5.2	Versicolor
9.5	Virginica
6.0	Setosa
8.6	Virginica
7.4	Versicolor
3.8	Setosa
6.0	Virginica
5.6	Virginica
9.7	Virginica
5.2	Versicolor
1.9	Setosa
6.2	Versicolor
4.5	Setosa
6.0	Setosa
4.5	Versicolor
7.4	Versicolor
7.6	Versicolor
5.3	Versicolor
6.6	Virginica
7.7	Versicolor
8.2	Virginica
5.4	Virginica
5.0	Setosa
5.8	Versicolor
2.4	Setosa
8.1	Versicolor
5.1	Setosa
8.2	Versicolor
4.0	Versicolor
3.7	Setosa
3.9	Setosa
5.1	Versicolor
5.5	Setosa
5.0	Versicolor
5.5	Versicolor
5.2	Setosa
5.0	Versicolor
6.9	Versicolor
9.0	Virginica
9.9	Virginica
4.4	Setosa
6.3	Virginica
9.6	Virginica
4.1	Setosa
6.7	Virginica
8.5	Virginica
6.0	Setosa
9.1	Virginica
6.3	Virginica
6.4	Virginica
2.8	Setosa
4.7	Versicolor
9.1	Virginica
