petal.length	variety
7.5	Versicolor
8.0	Versicolor
2.2	Setosa
5.6	Virginica
4.9	Versicolor
7.1	Virginica
3.9	Versicolor
7.7	Versicolor
4.4	Setosa
4.0	Setosa
8.2	Virginica
3.0	Setosa
4.5	Setosa
9.6	Virginica
1.5	Setosa
4.5	Setosa
5.4	Setosa
1.5	Setosa
8.9	Virginica
2.6	Setosa
4.8	Versicolor
7.5	Virginica
7.0	Virginica
9.7	Virginica
7.0	Virginica
8.9	Virginica
7.6	Versicolor
5.9	Setosa
6.1	Versicolor
2.4	Setosa
2.0	Setosa
5.2	Setosa
5.0	Setosa
8.6	Virginica
10.4	Virginica
6.8	Virginica
5.5	Versicolor
8.5	Virginica
5.5	Versicolor
10.0	Virginica
3.2	Setosa
3.7	Setosa
8.1	Versicolor
6.9	Virginica
5.2	Versicolor
8.6	Virginica
6.6	Virginica
6.8	Virginica
6.0	Versicolor
3.3	Setosa
2.9	Setosa
8.9	Versicolor
3.9	Versicolor
5.1	Setosa
4.9	Setosa
1.7	Setosa
4.6	Setosa
4.4	Setosa
6.6	Virginica
4.1	Setosa
4.0	Versicolor
2.4	Setosa
10.3	Virginica
9.8	Virginica
6.6	Versicolor
5.7	Versicolor
7.8	Virginica
5.0	Setosa
6.4	Virginica
6.8	Versicolor
7.6	Virginica
7.4	Versicolor
5.8	Setosa
4.5	Setosa
6.1	Versicolor
6.0	Virginica
5.0	Virginica
9.6	Virginica
5.2	Virginica
5.0	Setosa
5.6	Versicolor
9.6	Virginica
1.7	Setosa
9.4	Versicolor
5.3	Versicolor
10.1	Virginica
4.0	Setosa
6.2	Versicolor
7.3	Virginica
7.5	Versicolor
1.8	Setosa
5.0	Versicolor
8.7	Virginica
6.6	Virginica
5.2	Virginica
1.3	Setosa
6.5	Versicolor
7.2	Virginica
6.5	Versicolor
5.8	Versicolor
4.8	Setosa
9.3	Virginica
1.9	Setosa
6.6	Virginica
6.9	Virginica
