sepal.width	petal.length	petal.width	variety
3.4	3.5	0.9	Setosa
7.4	5.6	3.9	Setosa
5.7	5.6	2.4	Virginica
4.9	9.1	4.8	Virginica
7.2	7.9	4.3	Virginica
6.0	5.9	4.8	Setosa
3.8	10.2	2.0	Virginica
4.9	6.0	1.6	Versicolor
4.6	6.1	2.7	Setosa
3.4	2.6	3.2	Setosa
5.7	7.1	3.0	Versicolor
4.0	9.1	2.6	Virginica
4.6	5.2	3.0	Versicolor
2.2	7.5	1.5	Versicolor
8.3	8.9	6.0	Virginica
4.3	8.2	2.1	Virginica
5.5	2.0	1.7	Setosa
5.0	7.3	5.1	Virginica
7.1	4.0	4.5	Versicolor
5.3	6.5	4.5	Virginica
5.3	9.6	5.5	Virginica
4.3	6.4	2.3	Versicolor
5.8	5.2	3.1	Versicolor
4.4	3.5	4.2	Setosa
6.5	8.5	6.2	Virginica
6.9	3.8	1.4	Setosa
3.9	1.9	0.2	Setosa
6.5	4.9	1.3	Setosa
4.0	6.0	5.5	Virginica
7.8	4.5	2.3	Setosa
3.4	5.6	2.8	Versicolor
7.5	3.8	0.7	Setosa
6.5	1.6	0.7	Setosa
7.3	8.8	3.8	Virginica
3.7	5.1	4.5	Virginica
8.7	3.4	3.2	Setosa
7.4	1.4	0.3	Setosa
4.5	6.6	1.8	Virginica
5.5	5.9	2.7	Setosa
6.0	6.5	2.6	Versicolor
5.4	3.0	3.2	Setosa
5.5	5.0	2.5	Versicolor
7.0	3.9	0.1	Setosa
7.5	8.6	6.3	Virginica
5.1	8.9	2.9	Versicolor
6.2	7.9	4.2	Versicolor
5.4	5.2	2.3	Versicolor
5.6	9.0	2.3	Virginica
3.7	7.4	4.4	Versicolor
6.1	10.1	3.0	Virginica
4.0	4.7	6.0	Versicolor
3.7	7.0	2.3	Virginica
6.7	5.6	2.4	Virginica
7.3	8.5	1.3	Versicolor
4.4	3.3	1.5	Versicolor
5.6	1.4	2.6	Setosa
7.9	1.5	2.4	Setosa
5.7	6.0	1.2	Setosa
4.1	8.4	2.1	Virginica
4.8	6.6	3.2	Virginica
8.3	1.7	3.8	Setosa
4.9	6.7	1.4	Versicolor
6.7	4.5	4.5	Versicolor
8.4	3.2	1.9	Setosa
5.0	6.4	5.9	Versicolor
7.0	7.2	6.0	Virginica
4.2	2.9	2.2	Setosa
4.6	5.4	5.0	Versicolor
5.8	5.8	5.9	Versicolor
7.2	1.8	3.7	Setosa
5.7	6.2	6.8	Virginica
3.5	5.7	5.3	Virginica
6.3	5.2	4.7	Versicolor
7.2	8.2	4.3	Versicolor
3.5	6.0	5.6	Virginica
3.8	7.1	3.9	Virginica
7.0	8.9	6.1	Virginica
2.8	6.0	3.8	Versicolor
7.9	5.9	4.3	Virginica
4.5	8.3	5.3	Virginica
2.7	6.4	3.3	Virginica
6.8	6.1	4.7	Setosa
5.1	3.5	4.2	Setosa
6.4	1.9	4.7	Setosa
3.5	6.6	3.8	Versicolor
4.3	6.0	3.3	Versicolor
3.7	8.0	2.5	Virginica
4.9	4.7	3.7	Setosa
5.0	1.9	3.2	Setosa
5.9	6.8	2.8	Versicolor
5.7	6.1	0.2	Setosa
3.9	3.9	0.2	Setosa
4.0	6.2	5.7	Versicolor
3.4	7.6	1.3	Versicolor
6.2	3.5	2.4	Setosa
6.8	2.4	0.7	Setosa
6.7	7.3	4.9	Virginica
3.7	5.5	2.0	Versicolor
6.7	2.7	1.7	Setosa
3.6	5.0	0.1	Setosa
2.8	6.1	2.3	Versicolor
2.8	7.1	2.0	Versicolor
6.0	9.8	2.7	Virginica
7.0	4.8	3.8	Virginica
7.5	3.7	2.7	Setosa
