petal.length	variety
8.7	Versicolor
6.4	Versicolor
5.8	Versicolor
7.0	Versicolor
6.6	Virginica
8.6	Virginica
8.8	Virginica
6.0	Virginica
5.1	Virginica
6.7	Versicolor
5.9	Setosa
6.4	Versicolor
3.3	Setosa
7.3	Virginica
8.2	Versicolor
7.6	Versicolor
6.1	Setosa
6.0	Setosa
6.7	Virginica
3.3	Setosa
3.2	Setosa
4.6	Setosa
6.5	Virginica
4.9	Setosa
6.8	Versicolor
5.9	Setosa
7.1	Virginica
8.5	Virginica
7.2	Versicolor
3.4	Setosa
6.7	Virginica
8.4	Virginica
6.5	Versicolor
5.6	Setosa
5.9	Versicolor
6.2	Versicolor
5.1	Setosa
4.8	Versicolor
8.5	Virginica
6.7	Virginica
9.5	Virginica
5.6	Versicolor
3.5	Versicolor
4.3	Setosa
3.8	Setosa
7.0	Virginica
1.9	Setosa
4.8	Virginica
7.6	Virginica
10.9	Virginica
2.0	Setosa
2.8	Setosa
7.5	Versicolor
8.6	Versicolor
1.5	Setosa
5.6	Setosa
8.8	Virginica
1.9	Setosa
9.3	Virginica
6.9	Versicolor
3.9	Setosa
5.8	Setosa
8.2	Versicolor
7.6	Virginica
3.5	Setosa
8.4	Versicolor
8.1	Virginica
6.5	Versicolor
7.7	Versicolor
5.2	Versicolor
6.0	Setosa
5.6	Versicolor
6.7	Virginica
3.8	Versicolor
8.0	Versicolor
6.6	Versicolor
2.1	Setosa
7.6	Virginica
4.7	Setosa
3.4	Setosa
8.4	Virginica
6.1	Versicolor
4.5	Setosa
3.9	Versicolor
5.8	Versicolor
8.2	Virginica
4.5	Versicolor
3.9	Setosa
6.5	Versicolor
9.4	Virginica
4.2	Setosa
6.8	Virginica
9.3	Virginica
5.1	Virginica
8.0	Versicolor
7.6	Versicolor
9.4	Virginica
10.1	Virginica
4.9	Versicolor
8.1	Virginica
7.4	Versicolor
6.7	Versicolor
2.6	Setosa
5.6	Versicolor
5.6	Virginica
