sepal.length	variety
5.8	Setosa
6.3	Setosa
6.1	Setosa
6.1	Virginica
7.9	Virginica
9.2	Virginica
10.0	Versicolor
10.0	Versicolor
7.1	Setosa
8.7	Virginica
6.2	Virginica
8.8	Virginica
6.5	Versicolor
6.3	Virginica
7.1	Setosa
8.1	Versicolor
5.5	Versicolor
6.2	Versicolor
6.3	Setosa
8.9	Virginica
8.5	Setosa
8.2	Virginica
10.2	Virginica
6.4	Setosa
10.2	Versicolor
9.6	Versicolor
5.4	Virginica
10.0	Versicolor
9.9	Versicolor
7.6	Versicolor
8.7	Versicolor
8.4	Versicolor
10.0	Virginica
7.4	Virginica
9.5	Versicolor
9.9	Setosa
7.9	Setosa
4.8	Setosa
11.7	Virginica
9.4	Virginica
9.6	Setosa
9.1	Versicolor
6.3	Versicolor
5.3	Setosa
7.6	Virginica
5.5	Setosa
8.6	Setosa
9.9	Virginica
9.3	Virginica
11.6	Virginica
8.7	Setosa
9.2	Virginica
8.7	Virginica
7.0	Virginica
7.4	Virginica
12.2	Virginica
6.5	Versicolor
9.0	Setosa
8.2	Virginica
7.4	Setosa
8.6	Virginica
10.8	Virginica
7.3	Setosa
8.3	Virginica
11.0	Virginica
6.4	Versicolor
7.7	Setosa
7.0	Versicolor
9.3	Setosa
7.0	Versicolor
7.0	Setosa
9.4	Versicolor
8.3	Virginica
8.2	Setosa
11.7	Virginica
4.5	Setosa
6.6	Versicolor
5.6	Virginica
6.9	Versicolor
9.2	Virginica
10.9	Virginica
5.2	Setosa
11.5	Versicolor
5.4	Setosa
6.4	Virginica
6.9	Setosa
10.6	Versicolor
6.3	Virginica
6.8	Setosa
7.5	Setosa
7.4	Virginica
6.9	Setosa
9.5	Versicolor
8.4	Setosa
7.9	Virginica
7.1	Setosa
8.6	Setosa
10.3	Virginica
6.5	Setosa
7.3	Versicolor
6.3	Versicolor
7.5	Setosa
9.4	Versicolor
10.3	Virginica
7.8	Versicolor
