sepal.length	sepal.width	petal.length	variety
10.7	6.6	7.7	Versicolor
8.9	7.5	8.7	Versicolor
8.9	6.7	8.3	Virginica
10.2	7.0	9.6	Virginica
6.4	3.5	3.9	Setosa
6.5	5.4	3.6	Setosa
7.7	4.7	7.5	Versicolor
7.3	5.0	8.5	Virginica
10.7	3.2	6.5	Virginica
7.8	6.8	9.2	Versicolor
8.7	4.1	7.9	Virginica
6.8	6.8	9.6	Virginica
7.1	7.0	8.6	Versicolor
8.0	5.7	4.4	Setosa
6.8	7.7	10.4	Virginica
6.9	5.2	7.3	Versicolor
8.7	4.1	4.0	Setosa
10.0	6.7	6.2	Versicolor
6.7	3.0	7.5	Virginica
5.0	5.3	2.4	Setosa
8.3	3.0	2.6	Setosa
8.5	6.5	6.1	Setosa
7.7	6.8	6.8	Virginica
6.6	3.0	5.5	Versicolor
8.7	6.7	2.1	Setosa
5.4	3.5	8.0	Versicolor
11.0	5.7	9.1	Virginica
6.8	7.4	9.1	Virginica
7.7	7.5	2.5	Setosa
7.1	2.8	5.2	Versicolor
9.0	5.3	5.0	Versicolor
11.2	3.6	5.9	Versicolor
7.9	5.4	2.3	Setosa
9.5	2.4	8.2	Versicolor
4.8	4.4	4.1	Setosa
6.0	5.0	5.5	Versicolor
7.7	3.4	7.4	Virginica
10.6	6.4	4.7	Versicolor
8.0	5.7	4.0	Versicolor
10.8	5.3	6.9	Versicolor
10.8	6.4	9.8	Virginica
9.1	5.3	4.0	Setosa
8.6	4.5	7.5	Versicolor
7.5	3.9	5.8	Versicolor
9.8	3.0	6.5	Virginica
7.9	2.9	5.4	Setosa
11.1	2.9	7.1	Versicolor
6.9	5.9	7.3	Versicolor
6.8	4.3	8.3	Versicolor
8.0	2.6	5.9	Versicolor
7.8	7.2	7.6	Versicolor
9.7	6.0	9.3	Virginica
9.4	4.7	5.5	Setosa
9.3	4.7	8.9	Virginica
8.9	7.9	5.2	Setosa
6.6	7.0	7.4	Versicolor
9.4	5.6	3.0	Setosa
8.6	6.4	4.6	Versicolor
7.6	8.3	4.1	Setosa
10.5	5.8	7.6	Versicolor
6.6	4.7	7.2	Versicolor
6.5	2.8	5.3	Versicolor
12.1	3.5	7.1	Virginica
8.2	5.8	8.7	Virginica
10.2	5.9	4.7	Versicolor
10.9	6.7	9.0	Versicolor
8.9	3.8	6.1	Virginica
9.2	7.0	5.7	Virginica
7.8	7.2	4.0	Setosa
8.6	8.1	3.0	Setosa
8.9	3.5	5.3	Setosa
8.7	5.8	11.2	Virginica
7.3	4.0	3.2	Setosa
6.4	7.9	6.2	Setosa
10.9	6.6	5.9	Versicolor
8.2	2.6	6.0	Versicolor
8.8	7.3	10.5	Virginica
6.5	2.7	9.5	Virginica
5.7	7.0	4.2	Versicolor
9.6	4.5	2.4	Setosa
8.9	7.5	7.1	Virginica
5.0	7.0	2.3	Setosa
7.5	3.4	4.5	Versicolor
4.6	3.4	1.4	Setosa
11.4	7.7	7.7	Virginica
4.9	6.6	3.4	Setosa
7.9	3.8	9.1	Virginica
8.7	8.1	9.1	Virginica
9.4	4.9	3.5	Setosa
7.9	5.7	2.8	Setosa
7.9	6.6	2.0	Setosa
10.4	6.9	6.3	Versicolor
5.1	6.3	6.4	Setosa
6.1	6.3	5.0	Versicolor
6.2	4.2	2.3	Setosa
10.3	3.9	9.6	Virginica
7.4	6.1	8.1	Virginica
6.1	7.8	2.2	Setosa
6.7	5.5	6.0	Versicolor
8.6	7.0	5.6	Versicolor
10.5	7.4	4.5	Versicolor
10.2	4.3	7.7	Virginica
9.6	7.3	5.9	Virginica
7.7	7.1	7.6	Virginica
6.1	7.2	1.9	Setosa
