sepal.length	variety
8.0	Setosa
10.3	Virginica
10.2	Versicolor
9.1	Versicolor
10.9	Virginica
9.6	Versicolor
8.8	Versicolor
5.7	Setosa
7.8	Setosa
5.4	Setosa
8.7	Versicolor
5.6	Versicolor
10.2	Virginica
7.5	Virginica
9.8	Virginica
6.1	Setosa
8.5	Versicolor
9.2	Virginica
9.2	Virginica
10.3	Virginica
6.6	Versicolor
8.1	Versicolor
9.1	Virginica
7.3	Versicolor
7.7	Virginica
9.8	Setosa
6.8	Versicolor
6.9	Virginica
5.5	Setosa
5.2	Setosa
7.6	Versicolor
8.6	Setosa
6.9	Virginica
7.5	Setosa
5.7	Versicolor
6.4	Setosa
10.2	Virginica
6.6	Versicolor
8.1	Virginica
8.4	Setosa
9.3	Virginica
7.3	Setosa
7.4	Setosa
9.5	Versicolor
6.4	Setosa
6.0	Setosa
6.1	Setosa
7.5	Versicolor
8.0	Virginica
6.2	Versicolor
11.8	Virginica
11.2	Versicolor
8.9	Virginica
10.7	Virginica
8.2	Versicolor
8.4	Virginica
8.5	Setosa
6.1	Versicolor
7.6	Virginica
4.5	Setosa
8.2	Virginica
8.7	Virginica
9.9	Virginica
8.3	Virginica
8.7	Virginica
7.5	Setosa
5.8	Setosa
9.0	Virginica
9.9	Setosa
6.5	Versicolor
8.3	Setosa
7.7	Versicolor
10.5	Versicolor
6.2	Setosa
8.0	Setosa
8.0	Setosa
7.9	Versicolor
7.3	Virginica
8.6	Versicolor
10.8	Versicolor
9.9	Versicolor
7.1	Setosa
6.1	Setosa
4.9	Virginica
10.9	Versicolor
6.5	Versicolor
8.2	Setosa
5.7	Setosa
9.7	Versicolor
6.4	Versicolor
8.6	Setosa
11.4	Virginica
9.1	Virginica
7.5	Versicolor
9.8	Versicolor
7.8	Virginica
4.9	Setosa
5.3	Setosa
8.9	Virginica
9.4	Virginica
9.7	Virginica
10.0	Versicolor
9.7	Virginica
9.9	Virginica
6.4	Setosa
