sepal.length	sepal.width	petal.length	variety
4.9	6.6	5.5	Setosa
7.9	5.0	1.8	Setosa
11.1	3.5	6.6	Virginica
8.5	7.7	4.9	Setosa
7.8	2.7	7.1	Versicolor
4.6	5.1	2.5	Setosa
9.1	6.0	7.1	Versicolor
8.7	4.7	3.3	Setosa
5.6	5.2	7.7	Versicolor
7.1	4.1	4.5	Setosa
5.5	3.9	7.8	Versicolor
10.2	3.3	7.8	Virginica
8.7	6.0	8.1	Virginica
9.5	6.3	7.3	Versicolor
9.7	8.1	5.5	Setosa
8.1	4.5	4.5	Versicolor
9.5	3.3	4.6	Versicolor
8.2	3.4	5.9	Virginica
8.2	2.5	8.8	Virginica
5.7	5.8	7.1	Versicolor
7.4	6.9	5.8	Versicolor
7.0	3.9	3.7	Versicolor
5.8	3.8	7.1	Virginica
9.1	3.9	6.1	Versicolor
10.9	5.2	6.8	Virginica
10.7	3.2	7.5	Virginica
10.6	7.5	4.9	Virginica
6.1	8.3	2.0	Setosa
6.7	4.3	6.2	Virginica
6.7	6.1	7.0	Versicolor
7.3	6.7	5.9	Virginica
6.6	3.8	3.1	Setosa
6.4	3.5	5.0	Virginica
8.2	5.9	6.8	Versicolor
10.1	3.4	8.2	Versicolor
8.4	6.4	1.4	Setosa
10.0	4.2	5.0	Virginica
10.2	3.3	8.7	Virginica
9.2	7.9	4.5	Setosa
8.2	5.3	10.2	Virginica
9.8	6.5	9.0	Virginica
8.0	3.4	3.5	Setosa
10.9	6.2	7.3	Virginica
8.4	3.4	3.3	Versicolor
6.2	7.4	5.9	Setosa
5.6	6.5	4.9	Versicolor
6.5	6.2	3.7	Setosa
9.8	4.2	6.6	Virginica
4.9	6.0	4.9	Setosa
7.1	4.5	5.5	Versicolor
7.4	3.1	1.5	Setosa
6.5	6.9	6.0	Versicolor
6.8	3.2	6.4	Virginica
11.9	5.8	10.6	Virginica
10.0	4.6	8.9	Versicolor
7.5	5.0	6.8	Virginica
8.2	6.0	8.7	Virginica
8.5	5.5	7.2	Virginica
5.3	5.9	5.6	Setosa
7.0	7.0	3.3	Setosa
9.6	4.8	7.9	Virginica
8.0	4.5	5.6	Setosa
4.3	6.5	3.1	Setosa
5.0	3.0	3.5	Versicolor
9.0	5.7	6.6	Virginica
7.8	3.7	8.1	Virginica
7.9	4.3	7.9	Virginica
6.8	6.8	7.1	Virginica
8.2	4.3	7.5	Versicolor
8.2	7.6	6.1	Virginica
10.7	3.8	11.2	Virginica
9.9	4.0	8.1	Virginica
6.4	3.2	7.8	Versicolor
5.2	5.5	3.0	Setosa
11.3	6.8	7.8	Versicolor
8.1	8.3	5.4	Setosa
6.3	3.0	5.4	Setosa
8.9	3.6	9.9	Virginica
7.5	6.5	8.5	Versicolor
6.7	7.1	8.9	Versicolor
10.8	7.0	9.4	Versicolor
10.1	5.3	4.0	Versicolor
7.1	5.0	6.9	Versicolor
5.8	4.5	2.4	Setosa
10.9	7.6	7.9	Versicolor
8.0	2.8	2.3	Setosa
9.4	6.4	5.0	Setosa
5.3	4.2	6.0	Setosa
5.4	5.2	3.8	Setosa
8.0	4.0	1.8	Setosa
5.6	3.3	4.2	Setosa
7.9	5.1	5.5	Virginica
10.8	6.4	6.6	Virginica
5.9	5.4	1.8	Setosa
9.6	5.4	2.0	Setosa
5.4	5.4	4.7	Setosa
9.0	5.4	6.0	Versicolor
7.2	4.7	5.1	Setosa
6.5	5.3	4.5	Versicolor
8.2	3.5	6.5	Virginica
5.1	5.0	2.4	Setosa
8.6	5.5	1.4	Setosa
8.1	7.4	7.1	Versicolor
5.8	3.9	2.9	Setosa
5.0	6.6	5.4	Setosa
