sepal.length	sepal.width	variety
10.1	3.8	Virginica
10.1	5.5	Versicolor
6.8	6.5	Virginica
7.9	4.2	Virginica
8.3	7.1	Versicolor
9.7	4.5	Setosa
8.3	2.8	Versicolor
8.0	4.0	Virginica
7.9	5.1	Setosa
7.4	7.0	Setosa
7.9	5.8	Virginica
8.7	3.0	Virginica
5.0	7.3	Setosa
11.7	4.3	Virginica
5.6	5.2	Setosa
7.0	3.5	Virginica
8.1	3.3	Versicolor
6.5	7.5	Setosa
8.8	6.7	Virginica
5.8	4.3	Virginica
10.3	5.8	Virginica
10.4	4.1	Virginica
9.0	3.4	Setosa
7.1	4.2	Versicolor
6.7	3.7	Setosa
7.8	6.6	Setosa
8.6	6.0	Versicolor
6.0	4.3	Versicolor
7.5	4.9	Versicolor
6.4	4.5	Virginica
10.3	6.2	Versicolor
8.0	5.2	Versicolor
8.3	4.3	Virginica
12.2	5.5	Virginica
9.2	4.5	Versicolor
10.6	6.6	Virginica
11.6	7.0	Virginica
9.0	3.2	Virginica
7.9	4.3	Virginica
7.4	7.5	Versicolor
9.3	5.2	Setosa
7.6	3.8	Versicolor
7.2	6.3	Setosa
8.5	6.3	Versicolor
6.6	4.4	Versicolor
7.9	4.5	Setosa
6.2	5.9	Versicolor
4.8	7.5	Setosa
10.7	7.1	Virginica
7.1	5.4	Versicolor
8.5	5.0	Setosa
6.9	6.6	Setosa
8.5	3.7	Virginica
8.0	2.6	Versicolor
8.6	6.7	Setosa
9.7	5.0	Virginica
8.2	4.3	Virginica
7.2	8.1	Setosa
10.7	3.8	Virginica
9.8	6.5	Setosa
6.7	5.6	Versicolor
5.6	7.1	Setosa
5.3	6.5	Setosa
9.6	6.3	Setosa
11.4	4.1	Virginica
6.0	6.2	Setosa
7.6	2.9	Versicolor
11.2	5.3	Virginica
9.2	3.2	Virginica
8.2	5.4	Setosa
7.9	3.2	Virginica
8.0	4.4	Versicolor
6.3	4.5	Virginica
6.4	3.9	Setosa
5.9	7.1	Setosa
9.7	5.9	Virginica
10.0	6.7	Versicolor
9.9	6.7	Versicolor
5.4	4.9	Setosa
5.6	7.6	Setosa
6.9	3.5	Versicolor
10.2	6.1	Virginica
10.1	5.0	Virginica
9.5	6.2	Versicolor
6.0	6.9	Setosa
8.4	3.2	Versicolor
7.6	7.0	Versicolor
10.3	3.9	Virginica
7.3	6.5	Versicolor
9.7	6.6	Virginica
7.2	5.3	Virginica
5.6	4.5	Setosa
4.4	7.7	Setosa
8.0	5.9	Versicolor
7.4	4.8	Virginica
9.3	7.8	Versicolor
5.1	7.4	Setosa
6.5	3.0	Versicolor
8.6	6.9	Setosa
8.8	7.4	Setosa
6.2	7.9	Setosa
8.6	2.5	Versicolor
7.4	3.9	Setosa
6.6	6.5	Setosa
8.2	5.8	Versicolor
