petal.length	variety
1.9	Setosa
5.6	Virginica
4.5	Setosa
6.5	Virginica
9.2	Virginica
8.5	Versicolor
5.0	Setosa
2.9	Setosa
9.5	Virginica
1.0	Setosa
8.0	Virginica
6.6	Virginica
7.4	Versicolor
2.8	Setosa
5.0	Versicolor
10.0	Virginica
9.6	Virginica
3.1	Setosa
2.4	Setosa
6.0	Setosa
5.8	Versicolor
5.8	Versicolor
5.9	Virginica
5.3	Versicolor
8.9	Versicolor
2.3	Setosa
8.0	Versicolor
5.5	Virginica
6.5	Virginica
10.0	Virginica
4.2	Setosa
9.1	Versicolor
7.8	Virginica
8.6	Virginica
7.8	Versicolor
10.7	Virginica
6.6	Versicolor
3.7	Versicolor
5.6	Virginica
9.6	Virginica
5.8	Versicolor
2.7	Setosa
1.5	Setosa
5.4	Setosa
5.5	Setosa
5.8	Virginica
5.4	Virginica
5.6	Setosa
6.6	Virginica
5.7	Virginica
7.4	Virginica
2.4	Setosa
7.7	Versicolor
6.9	Versicolor
5.3	Virginica
7.2	Versicolor
3.5	Setosa
4.6	Versicolor
6.1	Virginica
7.1	Virginica
1.6	Setosa
6.8	Versicolor
6.6	Versicolor
6.4	Setosa
6.0	Setosa
3.9	Setosa
7.3	Virginica
4.5	Versicolor
7.4	Virginica
7.7	Versicolor
8.6	Virginica
1.4	Setosa
5.8	Setosa
8.4	Versicolor
6.6	Versicolor
5.5	Versicolor
1.7	Setosa
2.0	Setosa
5.5	Versicolor
4.5	Versicolor
6.9	Versicolor
6.4	Virginica
2.3	Setosa
4.8	Virginica
5.0	Versicolor
6.9	Versicolor
4.3	Setosa
7.2	Versicolor
5.5	Versicolor
8.3	Virginica
5.0	Versicolor
4.4	Setosa
7.4	Virginica
5.6	Setosa
6.0	Setosa
6.8	Virginica
7.0	Versicolor
8.2	Virginica
7.0	Versicolor
9.4	Virginica
5.7	Versicolor
5.2	Virginica
2.8	Setosa
2.1	Setosa
7.1	Versicolor
