sepal.width	petal.length	petal.width	variety
7.7	3.0	3.2	Setosa
5.4	1.9	2.3	Setosa
5.0	4.3	4.2	Setosa
7.5	4.4	4.7	Setosa
6.3	3.2	4.0	Setosa
6.3	9.7	3.5	Virginica
3.1	7.0	4.5	Versicolor
5.8	5.1	3.9	Virginica
5.7	3.8	1.2	Setosa
5.2	3.4	3.2	Setosa
3.3	4.6	3.0	Versicolor
4.9	8.1	5.9	Virginica
4.9	8.4	2.3	Virginica
4.0	8.0	5.8	Virginica
7.0	6.5	4.6	Virginica
4.3	6.6	5.7	Virginica
3.8	2.4	0.4	Setosa
3.5	8.4	3.6	Virginica
7.1	4.9	4.2	Setosa
6.0	6.6	2.8	Versicolor
5.6	2.0	3.7	Setosa
5.8	6.7	3.1	Virginica
3.5	6.7	6.8	Virginica
3.1	9.1	1.9	Virginica
4.0	6.9	5.4	Versicolor
5.3	4.8	4.0	Versicolor
5.5	6.0	1.8	Versicolor
7.5	1.2	3.2	Setosa
4.5	5.2	2.0	Versicolor
5.0	4.5	2.0	Versicolor
3.2	9.6	4.1	Versicolor
3.9	2.6	2.4	Setosa
2.7	7.0	4.0	Virginica
3.7	4.0	4.4	Setosa
5.5	6.9	3.8	Virginica
3.0	7.0	3.5	Versicolor
6.4	2.4	3.2	Setosa
3.5	2.8	2.8	Setosa
5.5	5.4	4.1	Versicolor
4.4	8.6	6.3	Virginica
8.3	4.7	2.8	Setosa
4.0	10.6	2.3	Virginica
6.5	8.3	2.2	Virginica
6.0	5.0	3.7	Versicolor
4.1	7.6	7.0	Virginica
2.9	4.3	1.5	Versicolor
5.3	8.4	5.0	Virginica
7.5	7.7	4.5	Virginica
3.7	6.6	4.9	Virginica
6.9	10.8	3.8	Virginica
3.3	1.9	1.7	Setosa
4.5	6.5	1.5	Versicolor
2.9	6.8	3.8	Versicolor
6.1	8.9	3.7	Versicolor
4.8	4.5	2.8	Versicolor
6.8	5.6	2.1	Virginica
8.3	8.7	3.2	Virginica
3.4	5.2	5.5	Versicolor
3.7	10.0	5.3	Virginica
3.3	10.7	5.0	Virginica
8.0	1.9	4.7	Setosa
3.1	6.7	4.0	Versicolor
6.2	4.4	4.2	Versicolor
3.5	9.5	6.4	Virginica
3.0	5.6	3.6	Setosa
6.0	7.2	3.2	Versicolor
5.3	2.6	3.2	Setosa
2.9	4.6	4.8	Versicolor
6.5	5.6	5.8	Virginica
3.3	8.8	5.9	Versicolor
3.8	5.6	2.0	Virginica
5.8	6.5	4.8	Versicolor
4.3	8.2	3.1	Versicolor
4.0	4.4	3.3	Setosa
5.5	5.5	1.1	Versicolor
5.4	4.5	3.1	Versicolor
4.0	5.4	2.3	Setosa
4.3	6.8	3.3	Virginica
5.1	4.1	0.2	Setosa
6.5	6.1	5.4	Versicolor
5.3	6.9	1.3	Versicolor
5.0	7.3	2.6	Virginica
7.4	6.8	5.8	Versicolor
4.9	2.7	2.7	Setosa
6.5	8.3	5.8	Virginica
4.6	1.5	4.2	Setosa
5.6	9.1	3.8	Virginica
4.3	6.0	2.5	Virginica
3.9	5.2	5.8	Versicolor
3.8	3.0	2.8	Setosa
7.9	5.5	4.4	Setosa
3.7	1.3	2.2	Setosa
7.1	10.1	6.9	Virginica
7.7	5.3	4.8	Virginica
7.9	2.0	2.2	Setosa
6.4	4.2	1.9	Setosa
7.1	7.4	5.4	Versicolor
3.8	7.4	6.0	Virginica
6.1	8.4	4.1	Virginica
2.3	8.5	1.3	Versicolor
8.7	3.9	2.2	Setosa
4.6	3.5	1.2	Setosa
5.4	6.1	1.3	Versicolor
7.7	9.9	2.3	Virginica
7.7	5.5	6.0	Versicolor
