petal.length	variety
5.6	Setosa
7.5	Versicolor
6.0	Versicolor
5.2	Versicolor
5.7	Virginica
5.5	Virginica
9.9	Virginica
3.7	Setosa
8.1	Virginica
5.5	Setosa
9.3	Virginica
6.0	Virginica
5.4	Versicolor
10.9	Virginica
9.6	Virginica
7.9	Virginica
9.0	Virginica
9.6	Virginica
5.0	Versicolor
4.9	Setosa
2.4	Setosa
6.9	Virginica
6.0	Versicolor
2.3	Setosa
5.7	Versicolor
9.2	Virginica
6.1	Virginica
9.5	Virginica
6.2	Versicolor
9.1	Virginica
5.9	Setosa
6.3	Virginica
2.1	Setosa
5.7	Setosa
8.7	Versicolor
5.9	Setosa
1.9	Setosa
9.4	Virginica
8.2	Versicolor
7.5	Versicolor
8.5	Virginica
8.7	Versicolor
5.5	Versicolor
4.8	Setosa
7.4	Virginica
2.9	Setosa
7.6	Versicolor
5.1	Versicolor
7.3	Virginica
5.9	Setosa
7.9	Virginica
7.1	Versicolor
8.5	Virginica
3.8	Setosa
2.4	Setosa
4.2	Versicolor
9.7	Virginica
8.4	Versicolor
5.6	Setosa
6.8	Versicolor
7.0	Versicolor
10.2	Virginica
8.6	Virginica
3.0	Setosa
5.9	Versicolor
7.3	Versicolor
7.5	Virginica
8.0	Virginica
6.0	Setosa
6.0	Versicolor
2.5	Setosa
6.8	Virginica
6.5	Versicolor
8.6	Virginica
5.6	Virginica
5.4	Versicolor
6.9	Virginica
7.3	Virginica
8.2	Virginica
1.5	Setosa
7.9	Versicolor
7.1	Virginica
8.0	Versicolor
5.1	Setosa
3.0	Setosa
4.6	Setosa
2.4	Setosa
5.1	Virginica
7.1	Virginica
5.0	Setosa
2.5	Setosa
5.3	Setosa
9.8	Virginica
6.5	Versicolor
5.1	Versicolor
3.7	Setosa
7.6	Virginica
4.3	Setosa
1.5	Setosa
9.4	Virginica
3.6	Setosa
4.3	Setosa
8.0	Versicolor
5.3	Virginica
5.7	Setosa
