sepal.length	sepal.width	petal.length	petal.width	variety
7.0	4.5	6.0	5.8	Virginica
8.0	6.9	9.0	2.6	Versicolor
8.4	4.0	7.6	4.8	Virginica
8.1	6.5	5.9	2.6	Virginica
11.0	6.2	9.2	3.4	Versicolor
7.3	4.3	6.4	1.8	Versicolor
9.3	7.0	9.0	4.9	Virginica
6.4	6.2	8.3	3.8	Versicolor
7.8	2.6	5.0	2.2	Versicolor
8.3	4.7	9.6	3.9	Virginica
7.0	6.5	3.3	1.7	Setosa
6.5	5.5	5.3	2.8	Setosa
7.1	6.3	6.2	1.0	Setosa
8.4	3.2	5.8	4.8	Virginica
8.7	4.4	4.3	1.8	Versicolor
9.2	3.6	9.9	3.3	Virginica
7.4	3.0	5.5	2.5	Versicolor
6.0	3.4	5.0	0.7	Setosa
8.1	6.6	3.0	1.2	Setosa
8.2	6.0	9.0	2.2	Versicolor
4.9	7.2	4.3	2.7	Setosa
9.5	5.5	4.5	1.3	Versicolor
8.6	6.8	9.2	4.7	Versicolor
8.9	6.9	2.3	0.4	Setosa
6.2	3.3	6.6	3.3	Versicolor
7.4	2.8	8.1	3.4	Virginica
7.4	7.1	2.5	3.1	Setosa
5.8	3.0	1.4	2.3	Setosa
11.4	4.1	7.1	3.3	Virginica
7.8	5.2	7.9	2.2	Versicolor
7.0	6.7	9.6	3.0	Virginica
8.2	4.1	6.1	4.5	Virginica
6.7	2.5	5.0	2.0	Virginica
10.0	2.7	6.1	3.1	Versicolor
11.7	6.2	6.0	3.8	Virginica
10.9	3.3	8.1	2.1	Virginica
8.9	7.6	5.4	5.1	Virginica
7.9	6.9	6.0	1.9	Setosa
6.6	2.6	7.6	2.9	Virginica
8.4	6.5	4.7	5.5	Versicolor
7.8	7.2	4.1	1.0	Versicolor
8.8	4.7	7.4	6.3	Virginica
8.1	6.8	6.1	4.7	Setosa
6.1	6.9	6.1	3.3	Versicolor
6.2	5.3	7.8	5.3	Virginica
9.7	2.7	6.4	1.4	Versicolor
9.6	5.5	9.1	4.1	Virginica
9.1	7.5	7.9	2.9	Versicolor
9.7	4.5	8.2	4.7	Versicolor
8.7	6.3	9.7	2.6	Virginica
8.0	4.4	8.0	2.5	Versicolor
8.2	6.6	7.5	4.0	Versicolor
8.0	7.5	3.1	0.6	Setosa
8.3	6.8	6.6	3.5	Virginica
9.9	3.4	4.3	4.8	Versicolor
8.3	3.4	6.1	3.9	Virginica
7.2	6.6	4.4	1.9	Versicolor
9.2	5.0	9.3	3.1	Virginica
9.4	5.7	3.5	2.2	Setosa
9.0	3.2	5.0	4.0	Versicolor
6.7	8.0	6.0	3.2	Setosa
8.2	3.3	10.7	4.5	Virginica
9.6	2.9	8.6	2.3	Versicolor
6.6	3.9	3.4	2.3	Setosa
7.7	4.9	5.4	2.3	Virginica
10.3	5.5	4.7	1.7	Setosa
5.5	7.5	2.1	2.7	Setosa
8.4	6.6	7.4	5.5	Versicolor
5.5	5.9	7.8	5.6	Versicolor
7.3	7.9	3.1	4.2	Setosa
7.5	5.9	8.2	3.0	Versicolor
10.1	6.8	9.4	2.0	Virginica
7.4	3.3	10.1	6.7	Virginica
4.9	6.5	3.3	0.7	Setosa
7.2	5.1	5.6	2.4	Virginica
7.9	4.1	8.0	3.3	Virginica
9.2	4.4	2.0	0.9	Setosa
5.4	5.0	5.4	4.7	Setosa
6.7	6.3	8.0	1.8	Versicolor
9.6	6.8	8.5	3.3	Versicolor
6.5	3.6	8.4	4.2	Versicolor
8.6	7.3	4.0	4.8	Setosa
9.7	7.8	1.7	1.3	Setosa
7.8	6.5	5.6	2.6	Setosa
7.0	4.8	6.3	2.5	Versicolor
10.3	6.3	6.1	6.4	Virginica
4.6	6.7	2.9	3.2	Setosa
8.4	6.9	4.3	4.5	Versicolor
5.7	6.4	8.2	5.8	Versicolor
9.3	3.0	8.5	6.6	Virginica
9.9	5.2	5.5	3.5	Versicolor
5.8	5.5	1.4	0.1	Setosa
8.7	4.3	7.2	4.0	Virginica
9.6	4.2	4.7	2.8	Versicolor
5.5	4.8	3.3	2.8	Setosa
7.0	5.5	8.3	2.3	Virginica
9.2	4.0	10.3	5.3	Virginica
11.9	4.8	8.4	5.5	Virginica
9.9	5.4	4.2	1.2	Setosa
9.1	8.0	4.9	4.3	Setosa
8.8	6.2	3.5	4.2	Setosa
5.0	2.0	3.5	2.0	Versicolor
9.5	4.3	3.4	2.2	Setosa
4.7	6.7	1.3	2.7	Setosa
6.7	4.0	6.7	4.3	Virginica
