sepal.length	sepal.width	variety
5.5	4.0	Versicolor
6.6	7.5	Setosa
7.5	5.9	Versicolor
6.5	5.7	Setosa
11.3	7.4	Virginica
7.6	3.5	Versicolor
8.5	6.7	Versicolor
6.4	6.8	Virginica
7.5	4.5	Versicolor
10.9	3.2	Virginica
7.9	4.5	Versicolor
8.0	3.9	Versicolor
9.7	3.1	Versicolor
4.8	4.1	Setosa
8.6	2.8	Virginica
6.3	3.2	Versicolor
6.5	6.0	Setosa
8.4	3.2	Virginica
8.0	5.6	Setosa
9.9	3.2	Versicolor
9.2	4.5	Versicolor
7.7	7.1	Virginica
8.6	2.8	Versicolor
8.2	3.8	Virginica
10.8	6.0	Virginica
7.6	7.9	Setosa
8.6	6.7	Setosa
8.1	6.9	Versicolor
8.1	7.5	Versicolor
9.1	6.3	Setosa
8.6	7.0	Virginica
7.3	3.3	Versicolor
7.7	7.1	Setosa
7.5	4.7	Versicolor
5.1	7.0	Setosa
6.0	6.5	Setosa
8.6	6.6	Virginica
4.6	4.6	Setosa
7.6	7.4	Versicolor
9.3	3.1	Versicolor
6.9	5.0	Virginica
10.3	2.7	Virginica
7.5	3.3	Versicolor
7.3	5.4	Setosa
7.9	4.0	Virginica
7.0	7.0	Virginica
6.8	4.9	Virginica
9.8	4.8	Versicolor
7.7	3.2	Virginica
4.6	4.1	Setosa
9.2	3.1	Virginica
7.9	6.9	Setosa
8.6	7.2	Versicolor
8.7	4.3	Setosa
6.1	4.9	Setosa
4.7	6.7	Setosa
7.2	6.0	Virginica
7.4	7.4	Setosa
9.4	6.7	Versicolor
6.8	6.7	Setosa
8.9	7.7	Setosa
6.1	5.0	Virginica
9.9	3.9	Setosa
9.0	3.0	Virginica
9.4	6.6	Virginica
7.7	4.8	Virginica
7.5	5.5	Virginica
10.3	3.8	Versicolor
8.9	3.1	Setosa
8.9	4.0	Setosa
10.0	6.0	Virginica
7.2	7.9	Virginica
6.3	4.7	Virginica
8.3	5.0	Virginica
7.9	5.0	Versicolor
8.0	4.1	Versicolor
9.2	7.4	Setosa
9.5	3.2	Setosa
7.1	3.5	Versicolor
7.7	6.1	Versicolor
6.7	7.0	Versicolor
9.5	4.5	Setosa
6.5	3.8	Versicolor
7.3	6.9	Setosa
8.6	6.3	Setosa
8.7	6.9	Versicolor
8.7	6.4	Setosa
8.3	3.8	Virginica
7.8	5.2	Virginica
8.6	7.5	Virginica
8.0	7.4	Setosa
5.8	5.3	Virginica
9.1	6.8	Versicolor
11.4	5.6	Versicolor
9.0	3.8	Versicolor
7.8	5.7	Virginica
8.7	4.5	Virginica
9.2	6.7	Setosa
6.8	3.0	Setosa
10.6	2.9	Versicolor
9.7	7.5	Setosa
8.4	4.6	Virginica
9.6	7.8	Setosa
8.8	6.5	Setosa
7.7	5.3	Versicolor
