sepal.width	variety
7.9	Setosa
5.3	Setosa
5.5	Setosa
5.4	Versicolor
4.7	Virginica
7.0	Virginica
6.9	Versicolor
6.5	Versicolor
7.1	Setosa
3.6	Virginica
4.9	Setosa
2.3	Setosa
4.8	Versicolor
6.2	Versicolor
6.3	Virginica
6.4	Setosa
3.8	Setosa
4.7	Versicolor
4.0	Virginica
5.9	Setosa
7.5	Setosa
8.0	Setosa
6.4	Setosa
7.2	Virginica
3.5	Virginica
5.0	Versicolor
2.7	Virginica
5.4	Setosa
7.0	Setosa
6.9	Virginica
3.8	Virginica
6.1	Setosa
3.1	Virginica
6.8	Versicolor
7.6	Versicolor
5.9	Virginica
6.9	Versicolor
5.3	Versicolor
7.6	Setosa
5.5	Setosa
3.6	Setosa
7.2	Virginica
3.2	Versicolor
4.5	Virginica
3.7	Versicolor
6.5	Virginica
6.7	Versicolor
6.4	Setosa
6.9	Setosa
6.0	Versicolor
6.5	Versicolor
3.7	Setosa
6.5	Versicolor
6.2	Setosa
7.0	Setosa
4.9	Virginica
6.9	Versicolor
7.3	Virginica
5.0	Virginica
7.7	Setosa
3.2	Virginica
5.2	Versicolor
5.8	Virginica
3.5	Virginica
4.5	Virginica
4.4	Setosa
6.9	Versicolor
3.5	Virginica
5.1	Setosa
6.0	Virginica
2.8	Versicolor
6.8	Versicolor
5.0	Setosa
8.1	Setosa
4.8	Virginica
7.5	Virginica
6.9	Setosa
6.0	Setosa
7.3	Virginica
5.2	Virginica
6.0	Setosa
4.0	Virginica
5.5	Versicolor
6.0	Virginica
4.8	Versicolor
4.3	Virginica
6.2	Setosa
5.8	Setosa
3.2	Versicolor
3.4	Versicolor
6.8	Versicolor
5.0	Setosa
5.4	Versicolor
5.2	Setosa
4.1	Virginica
4.1	Virginica
4.8	Versicolor
7.3	Virginica
6.7	Setosa
4.0	Setosa
7.3	Virginica
3.7	Virginica
5.9	Setosa
3.5	Versicolor
6.6	Versicolor
