sepal.length	sepal.width	petal.length	variety
7.8	6.2	6.4	Virginica
8.0	7.5	3.8	Setosa
10.6	5.0	5.6	Versicolor
8.2	7.0	4.0	Setosa
5.9	3.9	3.0	Setosa
7.4	2.9	5.4	Setosa
9.7	4.5	7.7	Virginica
7.3	3.0	6.4	Versicolor
10.0	6.2	9.5	Virginica
7.8	2.8	5.4	Versicolor
10.5	7.3	9.1	Versicolor
7.4	5.0	4.5	Versicolor
9.0	5.2	7.5	Versicolor
7.5	6.5	6.3	Virginica
9.2	6.5	8.0	Versicolor
5.8	6.0	5.9	Setosa
6.7	6.3	6.1	Versicolor
7.6	6.2	2.0	Setosa
10.1	3.0	7.6	Versicolor
7.1	5.8	1.6	Setosa
9.4	8.1	2.4	Setosa
9.8	3.8	6.5	Virginica
8.2	3.0	5.7	Versicolor
5.5	3.0	5.6	Setosa
5.9	3.2	5.8	Versicolor
6.8	5.2	3.0	Setosa
10.3	3.8	9.1	Virginica
10.2	3.3	6.7	Virginica
7.0	6.8	1.9	Setosa
6.2	6.3	5.3	Virginica
9.0	3.6	8.9	Versicolor
9.3	3.7	7.6	Virginica
6.6	8.3	5.0	Setosa
10.3	3.7	5.6	Virginica
6.6	6.7	4.9	Setosa
8.5	5.8	4.3	Setosa
9.1	4.0	5.9	Virginica
7.7	4.9	5.3	Versicolor
10.2	4.9	6.4	Virginica
9.2	7.6	2.0	Setosa
8.8	6.3	5.2	Versicolor
9.8	3.2	8.6	Versicolor
9.7	4.1	10.9	Virginica
5.6	6.2	8.2	Versicolor
9.9	2.8	8.1	Virginica
9.7	6.1	6.6	Virginica
7.9	5.1	1.5	Setosa
9.7	6.3	7.7	Virginica
9.1	8.0	3.9	Setosa
9.0	5.5	3.5	Versicolor
7.9	3.2	1.8	Setosa
9.7	7.1	4.5	Versicolor
8.7	5.8	6.7	Virginica
5.9	6.4	3.2	Setosa
11.8	5.9	9.8	Virginica
5.6	3.6	3.0	Setosa
7.3	7.4	8.1	Virginica
10.3	2.8	6.1	Virginica
5.3	4.4	3.1	Setosa
8.5	3.4	5.6	Setosa
8.6	6.0	9.6	Virginica
5.1	4.8	1.7	Setosa
6.2	2.9	8.2	Versicolor
7.3	4.9	5.9	Setosa
9.2	7.2	5.8	Setosa
5.6	3.9	5.5	Setosa
10.9	5.2	5.8	Virginica
10.0	3.5	9.5	Virginica
7.1	5.1	10.1	Virginica
10.3	4.7	3.9	Versicolor
9.2	3.0	6.8	Virginica
7.6	6.0	8.4	Versicolor
10.5	4.9	5.5	Versicolor
8.2	6.1	7.9	Versicolor
9.7	6.8	4.2	Setosa
10.7	4.6	5.6	Virginica
8.9	4.6	1.5	Setosa
9.4	5.6	6.4	Versicolor
9.7	3.9	1.4	Setosa
7.9	7.9	3.8	Setosa
4.3	3.0	1.1	Setosa
9.3	7.6	3.6	Setosa
5.7	4.5	7.5	Virginica
11.7	5.7	7.0	Virginica
10.9	3.1	5.1	Virginica
6.7	4.7	7.5	Versicolor
9.5	5.2	8.2	Versicolor
9.3	6.0	3.7	Setosa
9.1	3.3	8.0	Versicolor
9.9	4.0	8.2	Versicolor
8.3	5.5	1.9	Setosa
7.2	8.4	1.5	Setosa
7.4	7.5	2.4	Setosa
5.0	3.2	4.2	Setosa
7.4	7.3	8.1	Virginica
9.0	4.9	7.5	Versicolor
7.1	4.8	9.2	Versicolor
7.0	6.8	7.0	Versicolor
6.7	6.8	9.0	Versicolor
7.9	7.7	6.5	Versicolor
10.0	5.9	7.3	Versicolor
9.4	7.4	4.8	Versicolor
8.8	4.5	9.5	Virginica
8.8	6.0	5.0	Virginica
7.4	4.2	5.0	Setosa
