sepal.length	variety
7.2	Versicolor
6.8	Virginica
7.1	Versicolor
6.7	Virginica
9.5	Setosa
5.1	Setosa
7.0	Setosa
8.8	Setosa
8.7	Versicolor
7.9	Virginica
9.6	Versicolor
8.3	Versicolor
8.9	Setosa
8.4	Virginica
8.4	Versicolor
9.3	Versicolor
9.0	Versicolor
7.3	Setosa
9.5	Versicolor
6.1	Versicolor
6.9	Versicolor
11.7	Virginica
8.3	Virginica
5.9	Versicolor
9.4	Setosa
6.4	Virginica
8.4	Setosa
8.9	Versicolor
8.2	Virginica
11.2	Virginica
9.5	Versicolor
8.5	Versicolor
9.3	Versicolor
10.6	Versicolor
8.9	Setosa
10.0	Setosa
6.2	Setosa
8.3	Setosa
12.4	Virginica
9.8	Virginica
8.8	Setosa
7.1	Setosa
4.6	Setosa
4.9	Setosa
6.9	Versicolor
6.6	Setosa
10.7	Virginica
6.8	Virginica
7.4	Setosa
7.6	Versicolor
9.2	Setosa
8.7	Versicolor
8.3	Virginica
6.0	Setosa
10.5	Versicolor
9.0	Virginica
10.3	Versicolor
7.6	Setosa
8.7	Virginica
10.3	Setosa
5.6	Setosa
7.0	Versicolor
8.5	Versicolor
7.0	Virginica
11.1	Virginica
8.3	Virginica
8.7	Virginica
10.4	Versicolor
7.5	Setosa
10.9	Virginica
10.8	Virginica
9.3	Virginica
8.1	Versicolor
5.1	Setosa
5.3	Setosa
9.2	Virginica
7.9	Setosa
7.7	Virginica
8.8	Virginica
10.5	Virginica
8.8	Virginica
7.9	Virginica
7.5	Versicolor
7.2	Versicolor
9.4	Versicolor
7.1	Virginica
9.2	Versicolor
7.9	Virginica
9.7	Versicolor
8.1	Virginica
9.1	Setosa
7.5	Setosa
8.2	Versicolor
6.3	Virginica
6.2	Setosa
8.2	Virginica
9.2	Virginica
7.5	Setosa
7.1	Versicolor
6.6	Versicolor
5.0	Setosa
5.7	Setosa
7.5	Virginica
7.4	Virginica
9.7	Setosa
