sepal.width	variety
2.8	Virginica
2.3	Versicolor
7.4	Setosa
4.3	Setosa
7.1	Virginica
7.3	Setosa
6.8	Virginica
4.3	Virginica
5.9	Versicolor
5.5	Setosa
4.8	Setosa
3.0	Versicolor
3.2	Versicolor
3.5	Virginica
7.3	Setosa
4.7	Setosa
7.1	Setosa
6.7	Virginica
6.3	Versicolor
5.0	Versicolor
6.2	Versicolor
7.0	Setosa
7.0	Virginica
6.6	Versicolor
5.2	Versicolor
3.8	Virginica
7.7	Versicolor
7.7	Setosa
6.0	Virginica
6.7	Versicolor
6.3	Versicolor
6.2	Virginica
5.0	Setosa
4.0	Versicolor
3.0	Virginica
6.1	Setosa
5.4	Setosa
6.7	Setosa
4.7	Versicolor
6.5	Virginica
4.9	Setosa
6.6	Versicolor
4.6	Virginica
5.9	Versicolor
5.1	Setosa
4.7	Virginica
7.2	Virginica
4.0	Virginica
5.4	Setosa
3.9	Setosa
5.9	Versicolor
4.0	Setosa
4.8	Versicolor
5.9	Setosa
4.5	Versicolor
5.2	Virginica
5.2	Virginica
4.5	Virginica
4.9	Setosa
3.8	Virginica
5.1	Setosa
4.8	Virginica
5.3	Versicolor
5.1	Virginica
6.2	Versicolor
3.6	Setosa
6.7	Setosa
4.9	Setosa
5.0	Virginica
4.4	Setosa
4.1	Versicolor
4.2	Setosa
7.0	Setosa
3.5	Virginica
3.2	Virginica
7.1	Virginica
5.5	Setosa
4.6	Virginica
5.4	Virginica
3.9	Versicolor
7.4	Versicolor
6.3	Setosa
5.2	Setosa
3.8	Setosa
7.0	Versicolor
7.2	Virginica
7.0	Virginica
6.6	Setosa
6.0	Versicolor
3.5	Versicolor
4.4	Versicolor
7.9	Setosa
6.1	Setosa
4.6	Versicolor
6.8	Virginica
5.8	Virginica
3.1	Setosa
5.9	Virginica
3.4	Virginica
7.4	Setosa
6.1	Virginica
5.4	Setosa
7.0	Virginica
5.0	Versicolor
5.2	Versicolor
