petal.length	petal.width	variety
10.9	3.8	Virginica
6.6	1.8	Versicolor
3.0	4.4	Setosa
6.6	6.3	Virginica
8.2	5.6	Virginica
5.1	2.2	Setosa
8.4	1.4	Versicolor
6.1	5.8	Virginica
5.7	1.7	Setosa
6.9	5.5	Versicolor
7.1	5.9	Versicolor
7.6	2.9	Virginica
9.7	4.0	Virginica
5.9	4.6	Setosa
4.1	4.2	Setosa
7.5	3.0	Versicolor
5.5	1.8	Virginica
10.5	4.8	Virginica
2.9	0.7	Setosa
8.0	5.3	Versicolor
5.8	5.5	Versicolor
1.4	1.7	Setosa
8.0	1.5	Versicolor
8.4	5.3	Virginica
9.3	4.6	Virginica
2.1	1.9	Setosa
8.2	4.0	Virginica
8.1	2.5	Virginica
6.8	2.8	Virginica
5.7	3.3	Versicolor
3.4	2.8	Setosa
6.2	6.8	Virginica
4.9	2.2	Setosa
8.5	4.4	Virginica
9.2	3.9	Versicolor
6.5	5.7	Versicolor
5.5	0.7	Setosa
6.4	6.6	Virginica
6.0	1.2	Setosa
4.7	1.9	Setosa
8.9	5.5	Virginica
4.7	5.3	Versicolor
5.7	2.2	Versicolor
6.9	5.0	Virginica
4.5	1.3	Setosa
4.8	2.7	Setosa
9.2	5.6	Versicolor
9.0	1.6	Versicolor
5.6	1.9	Virginica
5.8	2.1	Versicolor
6.0	4.5	Versicolor
8.1	6.0	Virginica
5.1	1.8	Versicolor
9.8	3.8	Virginica
7.9	2.9	Versicolor
5.0	2.6	Setosa
8.3	6.8	Virginica
6.6	4.8	Virginica
5.0	0.7	Setosa
9.4	6.8	Virginica
5.4	3.2	Setosa
7.9	3.2	Versicolor
6.1	1.2	Setosa
6.3	1.3	Versicolor
7.3	2.8	Virginica
5.5	3.0	Versicolor
5.5	4.5	Versicolor
7.2	3.5	Virginica
4.7	4.7	Versicolor
7.0	2.3	Versicolor
1.1	4.1	Setosa
5.1	2.6	Setosa
6.0	2.0	Virginica
3.0	1.2	Setosa
4.6	3.2	Setosa
1.3	3.4	Setosa
3.3	3.2	Setosa
6.1	2.9	Virginica
2.0	0.6	Setosa
1.9	0.2	Setosa
5.8	3.3	Versicolor
6.9	1.8	Versicolor
4.0	2.2	Setosa
5.7	4.2	Setosa
8.6	2.4	Virginica
7.5	4.2	Virginica
9.2	3.9	Versicolor
7.4	3.0	Versicolor
9.0	2.6	Virginica
3.5	4.5	Versicolor
5.6	2.1	Virginica
1.5	3.9	Setosa
5.4	1.4	Versicolor
5.3	3.9	Virginica
3.0	2.2	Setosa
6.2	2.0	Versicolor
1.3	3.7	Setosa
4.9	0.6	Setosa
6.6	7.0	Virginica
9.1	6.0	Versicolor
4.9	5.6	Versicolor
5.2	6.0	Versicolor
4.3	0.3	Setosa
2.0	0.7	Setosa
4.0	4.8	Versicolor
