sepal.length	variety
7.2	Virginica
6.1	Setosa
10.0	Versicolor
6.5	Setosa
7.2	Virginica
9.7	Setosa
4.9	Setosa
8.4	Setosa
9.1	Setosa
11.0	Virginica
8.9	Setosa
10.0	Virginica
10.3	Versicolor
7.6	Versicolor
7.5	Setosa
7.1	Setosa
7.8	Virginica
8.1	Versicolor
6.9	Virginica
9.7	Virginica
9.7	Virginica
7.0	Versicolor
8.7	Versicolor
6.3	Versicolor
11.2	Virginica
6.0	Setosa
6.0	Setosa
7.3	Setosa
10.4	Virginica
8.5	Setosa
7.3	Versicolor
5.1	Setosa
9.4	Versicolor
9.5	Virginica
9.5	Versicolor
6.5	Setosa
5.5	Setosa
8.3	Versicolor
9.7	Virginica
6.4	Setosa
5.9	Setosa
6.7	Versicolor
6.8	Virginica
8.1	Virginica
7.8	Virginica
10.6	Virginica
8.8	Virginica
7.1	Versicolor
9.6	Setosa
9.8	Virginica
7.4	Versicolor
5.0	Setosa
6.5	Virginica
6.9	Virginica
6.9	Virginica
8.2	Virginica
6.5	Versicolor
6.8	Setosa
7.2	Setosa
7.6	Setosa
8.6	Versicolor
10.0	Versicolor
6.8	Versicolor
9.7	Virginica
7.5	Versicolor
7.3	Setosa
8.1	Versicolor
6.2	Setosa
7.2	Versicolor
7.3	Virginica
8.8	Setosa
6.9	Versicolor
10.4	Virginica
11.3	Virginica
6.5	Versicolor
8.5	Virginica
4.4	Setosa
9.3	Virginica
10.1	Versicolor
6.9	Virginica
9.1	Setosa
8.9	Setosa
8.4	Virginica
7.4	Virginica
8.1	Versicolor
7.7	Versicolor
8.1	Setosa
8.4	Versicolor
8.7	Virginica
7.5	Virginica
7.4	Setosa
8.7	Virginica
9.7	Versicolor
6.5	Versicolor
8.3	Virginica
8.6	Setosa
11.1	Versicolor
10.8	Versicolor
5.7	Setosa
8.7	Versicolor
8.5	Versicolor
9.3	Setosa
5.7	Versicolor
9.7	Setosa
7.7	Virginica
