petal.length	variety
4.4	Setosa
6.1	Virginica
8.1	Versicolor
6.3	Virginica
8.9	Virginica
7.6	Virginica
8.9	Virginica
4.1	Setosa
8.5	Virginica
6.9	Versicolor
5.1	Versicolor
6.2	Versicolor
4.3	Setosa
8.0	Versicolor
5.2	Versicolor
3.3	Setosa
6.6	Versicolor
5.9	Setosa
2.0	Setosa
4.2	Versicolor
5.0	Versicolor
8.4	Virginica
5.5	Virginica
7.2	Versicolor
7.6	Versicolor
4.9	Setosa
1.5	Setosa
8.1	Virginica
4.2	Setosa
6.3	Virginica
7.0	Versicolor
5.1	Setosa
2.0	Setosa
9.9	Virginica
1.7	Setosa
9.0	Virginica
5.0	Setosa
1.5	Setosa
5.9	Setosa
4.2	Setosa
9.5	Virginica
10.2	Virginica
6.5	Versicolor
7.3	Versicolor
4.4	Setosa
6.0	Versicolor
5.0	Virginica
8.2	Virginica
5.8	Versicolor
10.1	Virginica
8.1	Versicolor
6.6	Virginica
5.5	Versicolor
7.7	Versicolor
9.0	Virginica
6.8	Versicolor
8.6	Virginica
5.9	Setosa
3.8	Versicolor
4.7	Versicolor
5.7	Versicolor
1.3	Setosa
7.5	Virginica
6.9	Virginica
5.9	Versicolor
9.6	Virginica
3.4	Setosa
8.1	Versicolor
9.7	Virginica
9.6	Virginica
9.5	Virginica
6.0	Setosa
7.1	Virginica
6.2	Virginica
9.0	Versicolor
6.4	Versicolor
5.1	Setosa
5.3	Versicolor
3.1	Setosa
3.8	Setosa
1.5	Setosa
5.6	Setosa
8.5	Versicolor
2.5	Setosa
2.7	Setosa
4.8	Versicolor
9.3	Virginica
8.6	Virginica
2.6	Setosa
7.3	Virginica
4.4	Versicolor
7.5	Versicolor
3.8	Setosa
7.9	Versicolor
6.1	Setosa
9.6	Virginica
1.9	Setosa
5.5	Versicolor
5.9	Setosa
2.0	Setosa
4.4	Setosa
9.2	Virginica
9.9	Virginica
7.9	Versicolor
8.0	Virginica
