sepal.length	variety
10.0	Setosa
9.7	Virginica
8.3	Virginica
9.5	Setosa
8.7	Versicolor
8.0	Virginica
5.7	Setosa
9.8	Virginica
9.5	Versicolor
9.4	Versicolor
7.1	Virginica
9.6	Virginica
7.0	Versicolor
8.7	Versicolor
7.7	Versicolor
9.0	Virginica
9.5	Virginica
6.3	Versicolor
8.8	Virginica
11.3	Virginica
10.2	Virginica
9.2	Versicolor
7.0	Versicolor
8.2	Versicolor
11.7	Virginica
9.8	Versicolor
7.3	Virginica
8.8	Virginica
7.0	Setosa
5.4	Virginica
8.4	Versicolor
10.4	Versicolor
8.0	Versicolor
8.3	Setosa
10.3	Virginica
5.1	Setosa
10.4	Virginica
8.4	Setosa
10.8	Virginica
8.6	Setosa
9.7	Virginica
5.4	Versicolor
7.6	Virginica
8.9	Versicolor
7.4	Virginica
5.5	Setosa
8.1	Setosa
8.6	Versicolor
8.2	Virginica
7.6	Virginica
5.6	Setosa
10.1	Versicolor
6.5	Setosa
5.4	Setosa
4.9	Setosa
10.7	Virginica
8.8	Virginica
9.5	Setosa
7.7	Virginica
10.4	Virginica
6.5	Setosa
7.1	Setosa
7.2	Versicolor
6.4	Setosa
8.0	Versicolor
6.8	Versicolor
9.4	Versicolor
10.2	Virginica
10.7	Virginica
8.7	Setosa
8.0	Virginica
6.7	Versicolor
6.0	Setosa
6.6	Setosa
11.9	Virginica
10.6	Versicolor
9.4	Virginica
9.4	Setosa
9.6	Versicolor
7.7	Setosa
5.0	Setosa
6.8	Virginica
5.8	Setosa
8.8	Versicolor
5.1	Setosa
8.5	Versicolor
10.6	Versicolor
6.6	Versicolor
6.7	Virginica
7.9	Versicolor
7.7	Virginica
10.8	Virginica
9.7	Virginica
7.8	Versicolor
9.6	Versicolor
8.7	Setosa
5.7	Versicolor
9.4	Setosa
5.2	Setosa
6.3	Setosa
7.7	Versicolor
6.3	Setosa
6.6	Versicolor
9.7	Virginica
7.0	Versicolor
