sepal.length	variety
8.0	Versicolor
10.5	Versicolor
8.0	Setosa
7.1	Setosa
6.9	Versicolor
7.5	Setosa
10.7	Virginica
5.9	Virginica
7.8	Setosa
6.4	Virginica
10.6	Virginica
10.3	Versicolor
9.4	Virginica
4.8	Setosa
7.8	Virginica
9.6	Versicolor
9.7	Versicolor
9.6	Setosa
6.7	Virginica
11.0	Virginica
6.7	Versicolor
7.4	Versicolor
5.0	Setosa
7.7	Versicolor
11.1	Virginica
6.9	Setosa
8.0	Setosa
9.6	Versicolor
4.4	Setosa
5.7	Setosa
9.2	Virginica
6.4	Setosa
7.7	Virginica
6.3	Versicolor
10.9	Virginica
7.7	Virginica
5.7	Setosa
8.7	Virginica
9.4	Virginica
8.5	Virginica
7.8	Versicolor
8.5	Setosa
7.0	Setosa
8.6	Virginica
10.1	Versicolor
6.2	Setosa
8.2	Virginica
10.0	Versicolor
8.1	Setosa
6.5	Setosa
7.7	Versicolor
10.7	Virginica
6.8	Versicolor
8.9	Virginica
8.4	Virginica
6.5	Versicolor
7.1	Versicolor
8.5	Setosa
8.1	Versicolor
8.0	Virginica
6.5	Versicolor
11.2	Virginica
10.9	Virginica
6.7	Versicolor
7.8	Versicolor
9.1	Setosa
9.1	Setosa
6.0	Versicolor
5.1	Setosa
9.5	Virginica
10.0	Virginica
7.9	Virginica
5.8	Setosa
10.2	Versicolor
6.8	Setosa
8.6	Versicolor
8.3	Virginica
8.1	Versicolor
10.7	Versicolor
10.0	Versicolor
4.7	Setosa
6.9	Setosa
8.7	Virginica
7.5	Versicolor
6.8	Setosa
6.5	Setosa
7.7	Setosa
7.6	Setosa
9.7	Versicolor
7.9	Setosa
10.0	Versicolor
9.6	Setosa
9.4	Virginica
7.2	Virginica
7.0	Setosa
6.6	Setosa
5.6	Versicolor
6.3	Virginica
10.9	Versicolor
10.3	Virginica
10.3	Virginica
8.7	Virginica
7.8	Versicolor
8.6	Versicolor
10.2	Versicolor
