petal.width	variety
4.5	Versicolor
2.7	Setosa
4.5	Versicolor
4.9	Versicolor
2.8	Versicolor
4.0	Versicolor
5.1	Virginica
2.1	Setosa
3.3	Virginica
2.3	Virginica
1.9	Versicolor
0.2	Setosa
4.2	Setosa
2.3	Virginica
6.0	Versicolor
3.6	Virginica
6.5	Virginica
6.0	Virginica
5.6	Virginica
1.3	Setosa
2.8	Virginica
5.1	Virginica
2.2	Setosa
2.3	Setosa
4.8	Setosa
4.4	Setosa
1.9	Setosa
5.4	Versicolor
3.7	Setosa
5.4	Versicolor
3.0	Virginica
2.1	Setosa
5.8	Virginica
4.4	Virginica
5.8	Virginica
6.3	Virginica
3.3	Versicolor
3.4	Setosa
0.3	Setosa
2.9	Virginica
6.3	Virginica
3.2	Setosa
1.8	Versicolor
5.3	Versicolor
3.2	Setosa
3.2	Setosa
4.3	Versicolor
2.1	Versicolor
3.1	Versicolor
6.1	Virginica
1.3	Versicolor
3.7	Virginica
2.8	Versicolor
2.7	Setosa
5.5	Versicolor
4.2	Versicolor
2.1	Versicolor
6.0	Versicolor
1.7	Setosa
6.1	Virginica
3.3	Virginica
3.3	Virginica
3.4	Virginica
2.8	Versicolor
0.2	Setosa
5.5	Virginica
2.7	Setosa
5.9	Virginica
1.7	Setosa
1.3	Setosa
2.5	Virginica
1.7	Versicolor
1.4	Versicolor
3.5	Virginica
4.3	Virginica
2.5	Virginica
4.0	Virginica
0.7	Setosa
3.7	Setosa
3.2	Setosa
4.0	Versicolor
2.2	Virginica
4.6	Setosa
1.8	Versicolor
4.7	Setosa
3.3	Virginica
1.4	Setosa
4.5	Versicolor
2.0	Virginica
6.0	Versicolor
2.6	Setosa
0.3	Setosa
4.7	Setosa
3.2	Setosa
3.5	Setosa
4.9	Virginica
3.4	Virginica
6.2	Versicolor
2.3	Setosa
4.9	Setosa
5.2	Versicolor
5.0	Virginica
5.2	Virginica
4.1	Setosa
5.6	Versicolor
