sepal.width	petal.length	variety
5.5	1.6	Setosa
7.2	8.4	Versicolor
7.1	8.9	Virginica
7.8	10.4	Virginica
4.7	5.5	Versicolor
5.8	5.5	Versicolor
5.0	5.4	Setosa
7.6	9.1	Virginica
5.3	9.7	Virginica
3.0	5.5	Versicolor
6.4	6.1	Setosa
5.1	5.0	Setosa
4.3	4.4	Setosa
5.9	8.1	Virginica
5.8	9.6	Virginica
6.4	6.0	Setosa
3.4	6.3	Versicolor
5.7	7.1	Virginica
2.5	5.5	Versicolor
6.4	6.2	Versicolor
6.6	9.0	Virginica
5.2	5.4	Setosa
6.7	5.8	Virginica
3.6	4.9	Versicolor
4.0	7.6	Versicolor
7.1	2.0	Setosa
6.4	6.6	Virginica
8.0	6.0	Setosa
4.5	5.4	Setosa
3.2	1.8	Setosa
3.0	7.5	Virginica
8.2	3.0	Setosa
3.2	7.0	Versicolor
3.8	6.8	Versicolor
4.3	6.7	Virginica
3.2	9.7	Virginica
6.8	7.2	Virginica
6.6	4.9	Versicolor
3.6	8.1	Virginica
6.0	8.0	Virginica
6.0	7.2	Versicolor
5.1	6.5	Versicolor
7.0	4.6	Versicolor
3.8	5.1	Versicolor
3.3	5.6	Versicolor
8.0	3.6	Setosa
2.8	5.3	Versicolor
4.5	7.0	Virginica
7.9	5.7	Setosa
4.9	3.7	Setosa
6.3	8.1	Virginica
5.2	6.7	Versicolor
3.7	8.9	Virginica
4.6	8.0	Versicolor
5.5	7.8	Virginica
4.5	7.6	Virginica
7.1	6.0	Setosa
6.5	2.6	Setosa
4.5	4.9	Setosa
7.5	6.6	Virginica
5.9	4.4	Setosa
5.3	5.5	Setosa
4.7	5.7	Versicolor
4.4	4.7	Versicolor
3.3	9.1	Virginica
4.3	2.1	Setosa
3.3	7.6	Virginica
5.3	1.9	Setosa
3.2	8.1	Versicolor
5.5	4.5	Versicolor
2.8	6.4	Virginica
4.9	2.4	Setosa
7.8	2.7	Setosa
6.7	7.1	Versicolor
6.5	9.0	Versicolor
4.9	7.9	Virginica
6.8	5.9	Versicolor
5.8	4.5	Versicolor
5.3	1.8	Setosa
6.9	7.8	Versicolor
6.9	8.3	Virginica
6.4	8.5	Versicolor
4.3	8.2	Virginica
3.0	3.4	Setosa
6.7	6.5	Versicolor
3.5	3.3	Setosa
5.0	8.8	Virginica
2.4	6.3	Versicolor
5.6	8.7	Versicolor
6.4	7.1	Versicolor
7.2	3.5	Setosa
6.9	8.0	Versicolor
5.9	6.3	Versicolor
6.6	4.0	Setosa
7.2	8.6	Virginica
4.7	7.9	Virginica
6.0	5.4	Versicolor
5.2	4.8	Setosa
3.6	7.9	Virginica
4.5	5.9	Versicolor
7.2	3.6	Setosa
2.0	3.5	Versicolor
5.0	5.2	Virginica
3.7	5.1	Virginica
5.7	1.2	Setosa
