sepal.length	variety
7.9	Virginica
7.3	Virginica
5.6	Setosa
6.1	Setosa
7.4	Virginica
5.7	Setosa
5.5	Setosa
9.7	Versicolor
8.9	Versicolor
7.4	Versicolor
6.7	Setosa
5.3	Setosa
7.7	Virginica
5.4	Setosa
8.0	Versicolor
8.3	Virginica
11.2	Virginica
4.8	Setosa
8.7	Virginica
7.8	Setosa
6.3	Setosa
7.1	Versicolor
7.6	Versicolor
8.8	Virginica
6.7	Virginica
9.9	Virginica
10.9	Virginica
5.6	Setosa
7.4	Virginica
10.0	Virginica
9.3	Setosa
7.0	Virginica
6.6	Virginica
9.6	Versicolor
8.1	Versicolor
5.9	Setosa
8.4	Setosa
7.9	Setosa
10.0	Virginica
8.7	Versicolor
6.3	Virginica
6.5	Setosa
7.4	Versicolor
6.6	Versicolor
7.9	Virginica
7.4	Versicolor
5.3	Setosa
8.7	Virginica
9.2	Setosa
10.4	Virginica
6.3	Versicolor
9.9	Versicolor
9.9	Versicolor
6.8	Versicolor
8.2	Versicolor
5.0	Setosa
10.0	Versicolor
10.2	Virginica
9.4	Setosa
6.1	Virginica
8.3	Versicolor
9.1	Setosa
8.5	Versicolor
6.2	Versicolor
8.5	Versicolor
6.8	Virginica
8.4	Virginica
8.0	Versicolor
10.3	Versicolor
9.7	Versicolor
9.8	Versicolor
8.2	Setosa
7.1	Versicolor
9.5	Setosa
11.6	Virginica
7.0	Setosa
9.2	Versicolor
8.0	Versicolor
7.1	Setosa
7.5	Setosa
9.6	Setosa
5.2	Setosa
8.6	Versicolor
8.1	Versicolor
9.8	Virginica
8.0	Virginica
6.3	Virginica
10.9	Virginica
9.2	Virginica
8.5	Setosa
5.9	Setosa
6.1	Setosa
8.9	Setosa
7.5	Setosa
6.5	Versicolor
8.7	Virginica
7.7	Versicolor
8.3	Versicolor
10.5	Versicolor
9.9	Setosa
6.6	Versicolor
10.2	Versicolor
10.4	Virginica
7.5	Setosa
7.1	Setosa
