sepal.width	variety
7.0	Virginica
6.6	Setosa
6.2	Versicolor
4.8	Setosa
4.5	Virginica
4.4	Versicolor
3.8	Setosa
3.3	Virginica
5.9	Setosa
4.3	Virginica
3.0	Virginica
5.6	Virginica
4.9	Setosa
3.5	Setosa
3.9	Versicolor
4.5	Versicolor
7.4	Versicolor
6.6	Versicolor
5.0	Virginica
5.9	Virginica
6.5	Versicolor
6.2	Virginica
3.9	Versicolor
3.4	Versicolor
5.1	Setosa
4.7	Versicolor
6.0	Virginica
4.3	Versicolor
4.1	Versicolor
2.8	Versicolor
3.8	Setosa
6.0	Virginica
5.0	Virginica
4.0	Setosa
3.4	Versicolor
3.6	Virginica
3.5	Virginica
5.2	Virginica
5.5	Versicolor
5.9	Setosa
6.1	Setosa
5.7	Virginica
3.3	Virginica
6.1	Setosa
6.9	Versicolor
7.0	Virginica
2.7	Versicolor
3.5	Setosa
2.9	Versicolor
8.1	Virginica
5.7	Setosa
4.7	Setosa
6.3	Virginica
5.7	Virginica
7.0	Setosa
7.2	Virginica
6.2	Versicolor
6.5	Versicolor
7.9	Setosa
5.3	Virginica
4.7	Virginica
7.3	Setosa
6.0	Setosa
6.8	Virginica
5.1	Versicolor
3.3	Versicolor
3.3	Versicolor
2.8	Versicolor
5.9	Setosa
6.5	Versicolor
6.5	Setosa
7.8	Virginica
6.4	Versicolor
3.1	Virginica
4.0	Setosa
6.6	Versicolor
7.6	Setosa
5.8	Setosa
4.8	Versicolor
3.5	Setosa
7.2	Virginica
2.8	Virginica
7.0	Setosa
3.0	Versicolor
6.5	Virginica
7.7	Virginica
4.8	Versicolor
6.5	Virginica
5.4	Setosa
4.2	Setosa
7.4	Setosa
6.4	Virginica
7.2	Versicolor
3.7	Setosa
4.3	Virginica
2.8	Virginica
4.1	Setosa
7.4	Virginica
2.2	Versicolor
4.4	Setosa
6.0	Setosa
3.0	Versicolor
5.5	Setosa
2.8	Setosa
6.6	Versicolor
