petal.length	variety
1.6	Setosa
3.5	Versicolor
7.6	Versicolor
1.3	Setosa
8.4	Virginica
6.8	Versicolor
3.6	Setosa
3.5	Setosa
1.5	Setosa
4.5	Versicolor
2.5	Setosa
7.8	Versicolor
3.2	Setosa
3.9	Setosa
5.5	Virginica
4.9	Setosa
9.1	Virginica
5.0	Versicolor
8.4	Versicolor
7.0	Versicolor
5.2	Virginica
6.1	Virginica
1.5	Setosa
5.7	Versicolor
6.2	Versicolor
8.8	Virginica
7.5	Versicolor
10.9	Virginica
1.4	Setosa
5.6	Virginica
7.1	Virginica
8.7	Virginica
7.5	Versicolor
9.0	Virginica
9.6	Virginica
2.4	Setosa
5.7	Versicolor
6.4	Setosa
3.2	Setosa
5.4	Versicolor
7.5	Versicolor
6.7	Versicolor
3.4	Setosa
5.7	Setosa
4.3	Setosa
10.1	Virginica
8.8	Virginica
5.6	Virginica
7.2	Versicolor
7.7	Virginica
6.2	Versicolor
8.0	Virginica
6.3	Virginica
3.9	Setosa
8.6	Versicolor
6.4	Virginica
8.0	Virginica
7.6	Virginica
5.6	Virginica
1.9	Setosa
6.6	Virginica
3.8	Setosa
4.0	Setosa
6.5	Virginica
7.6	Virginica
2.3	Setosa
3.5	Setosa
4.5	Setosa
1.9	Setosa
3.1	Setosa
5.8	Setosa
4.5	Setosa
6.0	Versicolor
8.6	Versicolor
5.5	Versicolor
9.0	Versicolor
8.7	Versicolor
5.2	Setosa
9.7	Virginica
7.9	Versicolor
8.1	Versicolor
7.3	Versicolor
7.6	Versicolor
3.8	Setosa
4.1	Versicolor
3.0	Setosa
5.6	Setosa
7.0	Virginica
5.0	Versicolor
3.6	Versicolor
8.9	Versicolor
4.2	Versicolor
8.0	Versicolor
7.5	Virginica
7.4	Virginica
10.4	Virginica
5.7	Setosa
9.0	Versicolor
9.2	Versicolor
4.2	Setosa
4.9	Setosa
10.4	Virginica
2.5	Setosa
5.8	Virginica
1.6	Setosa
