sepal.width	petal.length	variety
4.0	1.9	Setosa
4.5	8.8	Virginica
6.7	1.8	Setosa
3.5	1.5	Setosa
4.0	10.0	Virginica
7.7	8.5	Virginica
4.0	5.6	Setosa
2.8	4.5	Versicolor
4.6	6.4	Versicolor
4.1	8.4	Versicolor
4.0	5.9	Setosa
3.5	11.1	Virginica
2.6	4.0	Versicolor
5.1	7.0	Virginica
5.1	5.4	Setosa
2.2	4.5	Versicolor
4.6	7.4	Virginica
3.0	9.0	Versicolor
3.6	7.4	Virginica
6.3	8.2	Virginica
6.5	4.0	Versicolor
3.1	2.5	Setosa
6.8	10.9	Virginica
6.0	5.4	Virginica
6.1	6.0	Setosa
3.9	5.4	Virginica
6.4	2.6	Setosa
2.2	4.5	Versicolor
6.5	5.6	Setosa
6.7	8.7	Versicolor
4.8	5.6	Virginica
4.5	7.0	Versicolor
6.3	7.3	Virginica
3.7	8.2	Virginica
3.5	5.5	Versicolor
5.0	6.7	Versicolor
5.5	8.7	Virginica
2.5	9.5	Virginica
7.5	3.1	Setosa
7.2	6.1	Virginica
3.6	7.1	Virginica
7.2	5.1	Versicolor
3.4	4.5	Versicolor
4.8	4.5	Versicolor
7.7	2.5	Setosa
2.3	7.9	Versicolor
6.9	4.7	Setosa
6.0	9.5	Virginica
3.7	5.4	Versicolor
3.8	6.1	Virginica
5.0	7.6	Virginica
3.3	8.6	Virginica
5.4	6.3	Versicolor
7.4	6.8	Versicolor
4.5	5.0	Versicolor
6.7	10.4	Virginica
5.9	7.2	Versicolor
3.9	3.5	Setosa
8.2	3.5	Setosa
3.3	5.6	Versicolor
5.7	3.1	Setosa
7.1	8.1	Virginica
7.9	2.9	Setosa
7.2	8.4	Virginica
4.1	2.6	Setosa
5.0	6.2	Versicolor
3.0	6.0	Virginica
3.7	8.2	Versicolor
6.4	10.1	Virginica
5.4	1.9	Setosa
4.6	4.5	Setosa
8.1	2.5	Setosa
6.5	10.3	Virginica
4.0	5.5	Versicolor
5.3	5.5	Versicolor
3.8	6.4	Setosa
3.3	4.2	Setosa
3.5	5.4	Setosa
3.4	2.5	Setosa
8.2	3.5	Setosa
3.5	6.0	Virginica
4.8	7.7	Versicolor
4.2	3.4	Setosa
5.2	4.9	Setosa
2.9	4.2	Versicolor
5.7	9.3	Virginica
6.3	5.7	Setosa
7.5	8.1	Versicolor
6.5	7.9	Versicolor
6.4	1.6	Setosa
7.6	7.6	Virginica
5.7	9.1	Virginica
8.6	5.5	Setosa
8.0	3.8	Setosa
5.5	7.7	Virginica
4.4	1.5	Setosa
5.4	4.3	Setosa
6.0	3.4	Setosa
6.8	8.0	Virginica
7.3	2.5	Setosa
6.7	7.8	Virginica
3.9	1.9	Setosa
4.5	10.6	Virginica
6.3	6.1	Setosa
3.8	9.2	Virginica
