sepal.length	variety
6.7	Setosa
11.9	Virginica
7.9	Virginica
8.2	Virginica
5.5	Setosa
7.1	Virginica
5.4	Setosa
8.9	Virginica
7.2	Versicolor
7.2	Virginica
6.8	Setosa
9.1	Versicolor
10.9	Virginica
8.7	Virginica
9.8	Virginica
8.5	Versicolor
8.4	Setosa
10.3	Virginica
10.0	Versicolor
7.7	Versicolor
4.6	Setosa
7.1	Versicolor
8.7	Versicolor
6.5	Virginica
8.0	Setosa
6.2	Setosa
6.4	Virginica
11.2	Virginica
5.5	Versicolor
9.1	Setosa
10.2	Setosa
7.2	Setosa
9.6	Versicolor
9.3	Virginica
8.4	Setosa
11.0	Versicolor
8.3	Virginica
6.5	Setosa
5.5	Versicolor
7.0	Virginica
8.9	Virginica
9.3	Virginica
8.0	Versicolor
6.1	Versicolor
11.2	Versicolor
8.4	Setosa
9.5	Versicolor
9.9	Setosa
7.7	Virginica
5.8	Versicolor
7.3	Virginica
9.3	Versicolor
7.1	Setosa
10.8	Virginica
9.2	Virginica
8.0	Setosa
7.0	Virginica
6.6	Virginica
8.6	Versicolor
9.2	Versicolor
8.4	Versicolor
8.2	Versicolor
9.8	Virginica
7.9	Setosa
9.0	Versicolor
9.5	Setosa
10.9	Virginica
8.9	Virginica
7.4	Versicolor
8.9	Setosa
6.6	Versicolor
7.7	Setosa
4.9	Setosa
5.1	Setosa
9.4	Versicolor
5.4	Setosa
6.8	Setosa
8.6	Versicolor
6.2	Setosa
10.7	Virginica
7.4	Virginica
7.5	Versicolor
7.6	Virginica
6.9	Virginica
7.6	Versicolor
7.0	Versicolor
8.0	Versicolor
8.2	Virginica
9.7	Versicolor
6.8	Versicolor
9.0	Versicolor
8.4	Virginica
8.4	Virginica
6.2	Versicolor
11.8	Virginica
6.4	Setosa
6.3	Setosa
8.1	Versicolor
9.3	Setosa
5.0	Setosa
6.6	Versicolor
9.1	Setosa
7.9	Versicolor
6.8	Versicolor
6.5	Setosa
