sepal.width	petal.length	variety
5.3	6.1	Setosa
4.7	6.8	Virginica
6.3	1.7	Setosa
6.4	9.9	Virginica
4.5	6.2	Virginica
7.4	3.0	Setosa
5.5	4.4	Setosa
5.3	6.5	Versicolor
2.5	4.5	Versicolor
4.4	1.9	Setosa
4.3	7.2	Virginica
3.9	5.6	Versicolor
4.5	1.4	Setosa
3.3	9.7	Virginica
7.2	7.2	Versicolor
3.3	8.2	Virginica
4.9	8.5	Versicolor
6.0	8.0	Versicolor
4.8	7.1	Versicolor
6.4	3.6	Versicolor
5.3	6.3	Virginica
4.7	2.4	Setosa
4.6	3.9	Setosa
6.4	2.4	Setosa
4.7	9.8	Virginica
6.9	7.1	Virginica
5.0	7.6	Virginica
4.6	8.0	Versicolor
4.2	6.6	Virginica
7.8	4.5	Setosa
5.4	2.2	Setosa
4.0	7.4	Versicolor
6.5	7.9	Virginica
7.0	5.4	Setosa
5.7	6.5	Versicolor
3.8	4.5	Versicolor
4.3	4.8	Versicolor
3.7	10.0	Virginica
3.2	3.9	Versicolor
4.6	4.9	Versicolor
3.1	5.5	Setosa
6.7	4.8	Setosa
5.1	9.4	Virginica
3.8	3.8	Versicolor
4.1	6.5	Versicolor
4.8	9.6	Virginica
7.2	4.1	Setosa
7.2	8.2	Virginica
2.9	6.3	Versicolor
3.5	6.9	Virginica
6.4	4.6	Setosa
5.4	3.8	Versicolor
6.4	6.8	Versicolor
3.4	6.6	Virginica
7.5	6.1	Versicolor
4.9	2.0	Setosa
5.5	10.3	Virginica
5.0	5.9	Versicolor
3.5	2.8	Setosa
5.1	6.9	Versicolor
2.9	4.2	Versicolor
5.5	5.9	Versicolor
6.9	5.7	Setosa
5.5	7.5	Virginica
6.0	9.0	Virginica
6.0	8.0	Versicolor
8.2	1.5	Setosa
5.5	6.5	Virginica
4.7	8.1	Versicolor
3.0	7.5	Versicolor
5.1	2.0	Setosa
3.5	6.7	Virginica
7.7	6.5	Versicolor
5.4	5.7	Versicolor
7.1	1.9	Setosa
5.8	9.0	Virginica
3.6	6.7	Versicolor
6.8	5.6	Virginica
4.2	9.1	Virginica
4.9	8.8	Virginica
3.6	9.1	Virginica
3.3	10.6	Virginica
6.2	5.0	Virginica
6.8	1.8	Setosa
4.2	2.0	Setosa
3.3	4.7	Versicolor
5.7	8.1	Versicolor
5.3	5.9	Versicolor
4.0	5.0	Versicolor
6.6	6.1	Setosa
6.8	3.9	Setosa
3.5	6.6	Virginica
7.3	6.4	Virginica
5.8	2.7	Setosa
5.0	2.4	Setosa
5.0	7.0	Virginica
3.5	2.5	Setosa
4.0	2.8	Setosa
7.5	8.0	Versicolor
4.4	4.9	Setosa
6.7	8.6	Virginica
5.7	1.2	Setosa
8.1	7.6	Virginica
6.7	9.9	Virginica
4.6	5.0	Setosa
