sepal.length	variety
5.4	Setosa
9.3	Versicolor
8.2	Virginica
4.8	Setosa
10.0	Virginica
6.6	Setosa
6.4	Setosa
8.6	Versicolor
11.4	Versicolor
12.2	Virginica
9.7	Virginica
7.1	Setosa
6.0	Setosa
11.0	Virginica
7.2	Virginica
4.6	Setosa
7.5	Virginica
8.0	Setosa
10.5	Versicolor
6.8	Virginica
11.2	Virginica
6.6	Versicolor
8.4	Setosa
9.0	Setosa
8.4	Virginica
8.8	Virginica
8.5	Versicolor
8.6	Setosa
7.6	Virginica
9.8	Virginica
8.9	Virginica
10.0	Versicolor
6.3	Setosa
8.1	Setosa
8.6	Virginica
9.4	Setosa
10.7	Virginica
8.9	Virginica
6.7	Versicolor
7.9	Versicolor
8.0	Setosa
7.2	Virginica
9.2	Setosa
10.4	Virginica
6.6	Setosa
6.0	Versicolor
9.7	Virginica
6.6	Versicolor
8.2	Versicolor
7.7	Setosa
7.3	Versicolor
4.8	Setosa
7.9	Setosa
8.7	Virginica
6.6	Setosa
5.5	Versicolor
6.7	Setosa
6.5	Virginica
10.7	Versicolor
6.9	Virginica
8.4	Virginica
9.9	Setosa
8.5	Versicolor
6.9	Virginica
8.2	Versicolor
7.8	Versicolor
6.4	Setosa
8.3	Setosa
5.6	Versicolor
9.6	Versicolor
10.3	Versicolor
5.7	Setosa
8.5	Versicolor
9.1	Setosa
8.1	Versicolor
7.6	Setosa
10.8	Virginica
8.5	Versicolor
8.9	Setosa
6.6	Versicolor
6.2	Versicolor
9.4	Virginica
6.0	Setosa
9.7	Versicolor
9.3	Setosa
8.1	Versicolor
7.3	Setosa
9.3	Setosa
9.0	Setosa
10.8	Virginica
9.4	Virginica
6.5	Versicolor
5.8	Versicolor
6.6	Setosa
7.8	Virginica
6.5	Versicolor
10.0	Virginica
10.3	Virginica
7.3	Virginica
8.8	Versicolor
6.4	Setosa
9.1	Virginica
8.7	Virginica
9.4	Setosa
6.5	Versicolor
