petal.length	variety
1.4	Setosa
5.5	Setosa
6.9	Virginica
5.4	Setosa
3.7	Setosa
3.6	Setosa
10.1	Virginica
5.8	Virginica
2.6	Setosa
6.6	Virginica
7.6	Virginica
9.7	Virginica
8.4	Virginica
6.8	Virginica
6.0	Virginica
7.5	Virginica
1.8	Setosa
7.0	Versicolor
6.0	Virginica
4.7	Versicolor
5.5	Virginica
8.8	Virginica
2.5	Setosa
8.6	Virginica
11.4	Virginica
9.4	Versicolor
9.6	Virginica
2.0	Setosa
9.4	Versicolor
7.1	Versicolor
6.2	Versicolor
6.5	Versicolor
9.6	Virginica
1.4	Setosa
6.0	Versicolor
8.1	Virginica
6.4	Virginica
3.1	Setosa
3.4	Setosa
6.1	Setosa
6.3	Virginica
5.3	Virginica
1.6	Setosa
5.1	Virginica
3.2	Setosa
9.1	Virginica
4.4	Versicolor
7.8	Versicolor
4.3	Setosa
4.2	Versicolor
7.1	Versicolor
2.5	Setosa
8.5	Versicolor
4.8	Versicolor
9.2	Virginica
9.6	Virginica
5.7	Versicolor
5.5	Setosa
9.5	Virginica
4.0	Setosa
7.5	Versicolor
6.6	Versicolor
5.5	Versicolor
10.7	Virginica
5.9	Versicolor
4.9	Virginica
9.7	Virginica
1.3	Setosa
5.4	Setosa
9.8	Virginica
8.4	Virginica
6.9	Versicolor
3.0	Setosa
8.8	Versicolor
4.7	Versicolor
5.2	Setosa
7.2	Versicolor
8.1	Versicolor
9.0	Versicolor
6.1	Versicolor
8.0	Versicolor
6.0	Versicolor
6.4	Versicolor
4.8	Versicolor
4.7	Versicolor
6.6	Virginica
5.0	Versicolor
7.5	Versicolor
6.6	Versicolor
5.9	Setosa
5.2	Setosa
5.9	Setosa
3.0	Setosa
9.3	Virginica
1.8	Setosa
2.4	Setosa
8.3	Versicolor
5.8	Setosa
4.9	Setosa
6.7	Virginica
3.0	Setosa
4.5	Setosa
1.7	Setosa
9.7	Virginica
7.6	Virginica
