sepal.length	sepal.width	variety
7.3	3.5	Setosa
10.3	7.3	Virginica
7.9	6.7	Setosa
10.4	4.8	Virginica
9.0	4.3	Versicolor
6.4	3.0	Virginica
8.6	7.5	Setosa
5.6	4.5	Versicolor
5.0	2.3	Setosa
9.1	2.7	Versicolor
5.2	4.7	Setosa
7.7	6.8	Setosa
8.6	6.4	Setosa
5.9	6.4	Setosa
8.3	3.8	Versicolor
4.9	6.6	Setosa
11.2	7.1	Versicolor
6.7	7.5	Versicolor
8.0	4.3	Versicolor
9.9	2.7	Virginica
4.9	4.7	Setosa
9.6	2.9	Versicolor
8.5	7.2	Virginica
8.3	3.0	Setosa
7.2	6.5	Virginica
6.3	5.0	Versicolor
7.5	6.9	Versicolor
6.1	6.2	Setosa
7.4	4.5	Versicolor
8.4	7.4	Setosa
9.1	6.3	Setosa
7.6	7.6	Setosa
5.7	2.5	Virginica
8.7	6.8	Virginica
9.2	3.2	Setosa
7.3	7.4	Setosa
9.2	4.4	Virginica
6.9	5.8	Virginica
10.3	7.3	Virginica
9.6	5.8	Setosa
5.5	4.1	Setosa
8.1	6.8	Setosa
9.7	7.3	Virginica
10.1	6.9	Versicolor
5.9	4.4	Versicolor
6.0	5.9	Versicolor
7.0	3.5	Setosa
8.8	6.4	Virginica
9.0	4.5	Virginica
6.0	3.5	Setosa
9.2	6.8	Versicolor
5.0	6.0	Versicolor
6.2	6.4	Versicolor
8.6	4.0	Virginica
6.1	5.5	Versicolor
7.4	7.1	Setosa
11.2	6.1	Versicolor
6.9	6.2	Virginica
6.9	3.2	Versicolor
7.1	8.0	Setosa
9.8	5.3	Versicolor
7.0	2.2	Virginica
8.5	5.1	Versicolor
8.2	4.8	Virginica
7.5	6.0	Setosa
11.2	4.6	Virginica
10.4	5.6	Virginica
9.7	5.6	Virginica
6.8	4.7	Versicolor
8.2	6.3	Virginica
9.0	7.0	Virginica
11.1	4.9	Versicolor
9.3	6.8	Versicolor
6.7	3.0	Versicolor
10.1	7.5	Virginica
6.4	7.4	Setosa
5.7	5.9	Setosa
8.3	6.7	Setosa
7.7	4.1	Versicolor
11.1	7.0	Versicolor
7.9	3.0	Setosa
9.3	3.4	Virginica
6.6	5.3	Virginica
11.7	5.0	Virginica
9.8	5.2	Versicolor
8.8	6.6	Setosa
9.6	6.0	Versicolor
7.3	3.5	Virginica
6.4	7.6	Virginica
6.9	4.6	Setosa
7.2	6.5	Virginica
9.9	6.4	Versicolor
6.9	5.2	Virginica
7.3	5.5	Virginica
10.3	7.3	Virginica
7.2	4.2	Virginica
9.8	6.9	Virginica
6.0	2.7	Versicolor
9.1	5.6	Virginica
7.4	7.0	Setosa
7.2	6.7	Versicolor
5.9	5.4	Setosa
5.0	3.9	Setosa
7.8	6.7	Virginica
9.5	3.7	Setosa
