sepal.width	variety
6.6	Setosa
5.0	Versicolor
7.2	Setosa
7.1	Versicolor
7.5	Versicolor
6.7	Setosa
7.8	Setosa
5.9	Versicolor
5.9	Setosa
4.8	Versicolor
2.5	Virginica
6.7	Virginica
6.4	Setosa
7.3	Virginica
5.0	Versicolor
6.5	Setosa
3.0	Versicolor
4.7	Versicolor
3.5	Virginica
5.9	Setosa
6.0	Versicolor
4.5	Versicolor
6.4	Setosa
5.9	Setosa
6.1	Versicolor
6.4	Setosa
7.3	Setosa
4.1	Virginica
7.7	Setosa
3.5	Setosa
6.5	Setosa
3.8	Virginica
7.3	Virginica
3.7	Versicolor
6.7	Virginica
2.8	Virginica
5.3	Versicolor
4.9	Versicolor
6.4	Versicolor
6.5	Versicolor
2.7	Virginica
3.6	Setosa
4.8	Setosa
5.6	Virginica
8.1	Setosa
6.8	Versicolor
5.3	Virginica
4.2	Setosa
5.5	Setosa
3.5	Virginica
6.4	Setosa
7.7	Setosa
6.3	Versicolor
4.1	Virginica
4.0	Versicolor
7.2	Versicolor
2.9	Versicolor
4.0	Versicolor
4.4	Versicolor
4.0	Versicolor
5.3	Versicolor
7.4	Versicolor
6.9	Virginica
4.7	Versicolor
6.4	Versicolor
7.0	Setosa
4.1	Setosa
5.1	Virginica
7.9	Virginica
4.6	Virginica
6.5	Virginica
3.4	Setosa
3.8	Virginica
2.5	Virginica
2.9	Virginica
3.7	Virginica
4.0	Setosa
3.7	Virginica
5.8	Virginica
7.0	Virginica
6.3	Setosa
6.5	Setosa
8.3	Setosa
7.0	Setosa
6.7	Virginica
6.8	Virginica
3.5	Virginica
6.8	Setosa
6.5	Virginica
7.3	Virginica
4.5	Setosa
6.3	Versicolor
7.0	Setosa
7.5	Virginica
6.7	Virginica
3.7	Virginica
2.2	Virginica
6.0	Virginica
3.9	Virginica
3.2	Setosa
3.7	Versicolor
7.5	Virginica
7.2	Versicolor
4.4	Setosa
8.1	Setosa
