petal.length	petal.width	variety
5.6	2.5	Virginica
3.1	3.7	Setosa
6.0	3.5	Versicolor
5.8	4.1	Virginica
5.0	2.2	Versicolor
4.8	2.8	Versicolor
5.6	3.7	Setosa
5.0	4.0	Virginica
7.5	4.0	Versicolor
4.9	3.4	Setosa
8.0	3.8	Virginica
7.9	3.3	Virginica
2.6	2.4	Setosa
6.7	4.3	Versicolor
7.5	2.6	Versicolor
7.1	5.3	Versicolor
3.4	1.3	Setosa
6.2	2.8	Virginica
5.2	2.7	Setosa
8.2	1.3	Versicolor
1.5	3.9	Setosa
7.8	2.5	Versicolor
3.5	1.1	Versicolor
7.7	1.5	Versicolor
5.0	0.2	Setosa
8.1	2.9	Virginica
6.6	1.9	Virginica
7.3	4.3	Virginica
8.1	6.0	Versicolor
1.6	4.2	Setosa
9.5	1.8	Virginica
6.4	6.0	Versicolor
9.8	3.3	Virginica
3.0	2.7	Setosa
8.5	3.3	Versicolor
5.2	4.4	Setosa
5.6	5.4	Virginica
6.9	4.3	Virginica
7.7	2.1	Virginica
4.1	2.8	Versicolor
3.8	3.8	Setosa
5.4	2.1	Virginica
9.4	3.3	Virginica
7.6	1.4	Versicolor
1.5	3.1	Setosa
5.5	5.4	Virginica
4.5	5.0	Versicolor
2.0	1.6	Setosa
3.8	4.5	Versicolor
2.9	3.7	Setosa
2.1	2.2	Setosa
5.9	3.2	Setosa
4.5	3.0	Versicolor
4.4	1.3	Setosa
5.6	2.8	Virginica
9.1	4.5	Virginica
8.8	3.2	Virginica
4.8	2.8	Versicolor
7.6	1.8	Versicolor
6.9	3.5	Virginica
8.4	5.3	Versicolor
2.4	1.2	Setosa
5.9	3.2	Setosa
8.8	4.4	Virginica
10.5	5.5	Virginica
9.0	4.3	Versicolor
4.8	1.9	Setosa
5.9	4.1	Setosa
3.0	1.8	Setosa
4.1	3.1	Setosa
7.9	1.1	Versicolor
6.6	5.6	Versicolor
7.0	3.0	Versicolor
3.9	2.7	Setosa
9.6	5.4	Virginica
4.8	0.2	Setosa
2.0	3.4	Setosa
1.4	0.6	Setosa
3.5	2.7	Setosa
8.1	3.4	Virginica
5.6	2.9	Virginica
8.1	3.7	Virginica
7.6	3.5	Virginica
8.0	4.8	Versicolor
5.0	5.0	Versicolor
6.6	2.8	Virginica
9.9	6.1	Virginica
4.3	1.3	Setosa
6.0	3.1	Virginica
3.3	3.7	Setosa
2.2	0.5	Setosa
7.5	1.5	Versicolor
11.4	4.3	Virginica
6.8	3.1	Versicolor
6.1	5.8	Virginica
4.2	0.7	Setosa
2.1	0.1	Setosa
9.7	6.7	Virginica
2.4	2.2	Setosa
7.9	1.4	Versicolor
6.1	4.0	Versicolor
8.6	2.4	Virginica
6.0	2.0	Virginica
5.7	5.0	Versicolor
2.5	2.7	Setosa
