petal.length	petal.width	variety
5.1	0.2	Setosa
6.2	1.0	Versicolor
6.6	2.3	Versicolor
2.6	1.7	Setosa
8.1	3.9	Versicolor
3.5	1.2	Setosa
8.1	5.9	Virginica
5.3	5.3	Virginica
5.7	1.7	Setosa
8.1	5.3	Virginica
3.8	1.7	Setosa
10.9	4.8	Virginica
6.4	4.3	Virginica
7.9	3.3	Versicolor
6.6	2.4	Virginica
6.1	5.4	Virginica
4.1	1.2	Setosa
5.6	4.2	Setosa
7.1	4.6	Virginica
5.0	0.1	Setosa
6.0	1.2	Setosa
2.7	2.4	Setosa
3.9	5.2	Versicolor
6.5	4.5	Versicolor
5.0	4.2	Setosa
9.3	2.3	Virginica
7.0	5.6	Versicolor
4.4	2.7	Setosa
5.8	4.8	Versicolor
10.6	4.0	Virginica
7.1	2.4	Virginica
5.5	0.2	Setosa
8.3	1.8	Virginica
9.0	4.3	Virginica
8.7	3.3	Versicolor
2.5	3.2	Setosa
9.1	5.0	Virginica
9.1	2.9	Virginica
4.1	2.8	Versicolor
5.4	2.2	Setosa
1.9	0.4	Setosa
5.3	5.8	Versicolor
5.4	3.7	Setosa
5.9	5.7	Versicolor
8.6	2.5	Versicolor
7.5	1.7	Versicolor
7.8	3.5	Versicolor
3.4	2.2	Setosa
7.5	2.1	Versicolor
5.5	0.9	Setosa
2.0	0.9	Setosa
5.8	3.0	Versicolor
2.9	4.7	Setosa
8.7	4.5	Virginica
3.4	3.6	Setosa
8.4	3.5	Virginica
5.9	3.1	Virginica
8.2	3.5	Versicolor
8.0	5.8	Versicolor
8.9	1.4	Versicolor
6.9	2.8	Virginica
2.4	2.7	Setosa
7.7	4.3	Versicolor
1.6	3.6	Setosa
8.3	2.3	Virginica
2.0	3.7	Setosa
6.0	3.3	Setosa
5.5	1.5	Versicolor
10.4	6.3	Virginica
4.4	3.9	Versicolor
8.0	3.8	Virginica
8.2	1.7	Versicolor
5.7	3.4	Versicolor
2.0	4.2	Setosa
5.7	6.8	Virginica
2.2	3.2	Setosa
5.2	4.4	Versicolor
7.5	5.8	Versicolor
7.5	2.5	Versicolor
10.2	5.5	Virginica
6.2	3.3	Virginica
8.0	3.0	Versicolor
7.0	4.2	Versicolor
7.9	5.0	Virginica
6.3	5.1	Versicolor
6.5	4.2	Virginica
1.8	1.8	Setosa
8.6	2.1	Virginica
8.4	6.3	Virginica
8.1	5.3	Virginica
8.1	1.3	Versicolor
9.2	3.2	Virginica
5.7	4.0	Virginica
7.7	3.6	Virginica
3.5	4.2	Setosa
2.6	5.1	Setosa
6.8	4.7	Virginica
8.6	5.0	Versicolor
10.0	6.5	Virginica
5.6	3.9	Virginica
8.0	1.3	Versicolor
6.1	3.6	Versicolor
8.0	4.8	Versicolor
5.6	4.7	Setosa
7.6	2.3	Virginica
