sepal.width	variety
6.4	Setosa
2.6	Versicolor
4.5	Setosa
4.9	Versicolor
6.1	Setosa
6.3	Virginica
3.3	Virginica
5.9	Setosa
6.1	Setosa
6.1	Virginica
3.1	Virginica
3.5	Versicolor
5.0	Versicolor
5.4	Versicolor
4.4	Setosa
8.0	Setosa
3.2	Setosa
4.1	Versicolor
3.5	Virginica
5.6	Versicolor
4.8	Versicolor
4.5	Setosa
4.1	Setosa
5.4	Virginica
5.7	Setosa
3.3	Virginica
5.4	Versicolor
6.0	Versicolor
6.3	Versicolor
4.9	Versicolor
7.2	Virginica
6.0	Setosa
5.3	Setosa
4.5	Versicolor
3.5	Virginica
5.7	Versicolor
5.8	Setosa
5.9	Versicolor
2.2	Virginica
5.9	Virginica
7.3	Virginica
3.3	Setosa
2.7	Virginica
4.4	Setosa
6.5	Versicolor
6.3	Versicolor
3.9	Setosa
4.2	Versicolor
7.1	Setosa
7.3	Setosa
4.2	Setosa
4.2	Setosa
2.9	Versicolor
3.6	Versicolor
3.8	Virginica
3.3	Versicolor
7.4	Versicolor
5.0	Versicolor
5.9	Setosa
6.0	Setosa
3.8	Virginica
3.3	Virginica
4.0	Virginica
7.5	Virginica
6.2	Virginica
3.2	Virginica
3.2	Virginica
7.4	Virginica
3.0	Virginica
3.1	Versicolor
3.7	Versicolor
3.3	Versicolor
2.7	Virginica
7.9	Setosa
6.5	Virginica
5.5	Virginica
4.0	Virginica
3.0	Virginica
3.9	Setosa
8.7	Setosa
3.9	Versicolor
7.2	Versicolor
6.3	Virginica
6.8	Setosa
6.0	Virginica
6.5	Versicolor
5.4	Versicolor
6.0	Versicolor
5.6	Virginica
5.7	Setosa
6.8	Setosa
5.8	Versicolor
3.4	Versicolor
4.0	Setosa
3.3	Versicolor
4.0	Versicolor
4.1	Versicolor
5.6	Setosa
3.7	Setosa
7.5	Versicolor
6.0	Versicolor
3.0	Virginica
7.0	Virginica
6.8	Virginica
7.7	Virginica
