sepal.length	sepal.width	petal.length	variety
7.9	3.5	7.5	Virginica
5.3	5.0	2.4	Setosa
8.9	4.1	7.9	Versicolor
9.3	7.2	5.6	Virginica
6.5	5.5	5.3	Setosa
8.1	4.6	2.5	Setosa
8.1	5.9	5.2	Versicolor
4.7	7.7	4.3	Setosa
8.9	3.9	1.9	Setosa
8.8	5.5	8.5	Virginica
6.4	7.5	2.3	Setosa
6.3	6.5	1.6	Setosa
7.2	7.0	7.3	Virginica
7.0	4.9	3.1	Setosa
10.8	7.0	6.5	Virginica
9.5	6.4	6.8	Versicolor
9.7	4.7	5.5	Versicolor
7.4	6.4	6.8	Versicolor
8.3	3.5	7.4	Versicolor
6.4	6.7	8.0	Versicolor
8.1	3.0	9.1	Virginica
8.7	4.7	2.6	Setosa
7.0	4.5	8.8	Virginica
7.6	4.5	3.4	Setosa
7.3	6.9	6.6	Virginica
6.8	5.7	6.1	Virginica
8.9	5.4	4.8	Setosa
9.7	3.5	5.8	Virginica
8.5	3.3	6.1	Versicolor
5.6	4.8	5.5	Setosa
9.3	5.9	1.9	Setosa
11.2	5.3	9.7	Virginica
8.4	7.5	5.2	Versicolor
8.7	7.5	4.0	Setosa
9.9	4.7	3.5	Setosa
5.7	5.3	2.2	Setosa
6.8	5.8	7.6	Virginica
8.7	3.7	4.4	Versicolor
7.2	6.4	3.5	Setosa
10.4	6.7	6.8	Versicolor
9.1	3.5	8.6	Versicolor
7.7	7.6	3.5	Setosa
8.0	7.0	4.1	Setosa
11.1	5.5	8.9	Virginica
7.8	4.8	6.1	Virginica
9.6	7.0	5.5	Versicolor
8.9	5.2	8.3	Virginica
7.6	4.7	4.2	Versicolor
5.5	6.5	3.3	Setosa
10.1	5.3	4.5	Versicolor
9.7	3.5	9.2	Virginica
9.1	7.9	2.5	Setosa
9.7	6.1	7.1	Virginica
10.7	4.1	7.4	Virginica
6.9	7.6	4.4	Setosa
6.5	4.2	5.5	Versicolor
7.8	3.9	7.6	Virginica
8.2	5.3	6.2	Virginica
7.0	4.3	1.4	Setosa
8.9	3.6	7.6	Virginica
8.0	6.0	6.0	Virginica
10.4	6.0	5.1	Virginica
5.9	6.9	6.2	Setosa
8.0	4.2	7.5	Virginica
7.6	7.5	8.4	Virginica
8.3	4.9	10.3	Virginica
7.6	7.5	7.1	Versicolor
8.1	7.8	2.7	Setosa
6.5	5.7	6.6	Versicolor
10.2	4.3	10.7	Virginica
7.8	8.0	2.7	Setosa
8.9	5.0	6.5	Versicolor
7.8	3.5	1.4	Setosa
6.5	6.7	5.2	Setosa
9.7	6.1	6.2	Versicolor
8.9	3.6	8.0	Virginica
9.2	5.3	9.3	Virginica
10.2	5.1	5.5	Versicolor
6.3	6.2	6.9	Versicolor
8.2	3.3	10.2	Virginica
8.3	5.2	5.6	Versicolor
8.6	4.9	9.1	Versicolor
10.2	5.2	10.5	Virginica
5.4	7.6	6.0	Setosa
8.4	6.4	6.3	Versicolor
7.0	7.4	5.0	Versicolor
8.1	3.7	1.4	Setosa
7.4	4.1	2.0	Setosa
8.9	3.9	3.5	Setosa
10.4	4.3	6.6	Virginica
5.7	4.8	5.5	Versicolor
10.2	7.4	4.7	Versicolor
7.1	3.9	4.1	Versicolor
6.0	5.0	7.5	Versicolor
9.0	6.8	4.3	Setosa
8.3	5.7	7.9	Virginica
7.6	5.3	7.7	Versicolor
9.2	5.0	7.5	Virginica
7.0	5.1	4.9	Setosa
8.8	5.7	5.9	Virginica
6.8	6.7	2.0	Setosa
9.2	3.6	10.1	Virginica
10.1	7.0	6.5	Versicolor
10.2	6.6	7.4	Versicolor
7.0	3.5	8.7	Virginica
