sepal.length	variety
6.5	Versicolor
7.7	Virginica
10.8	Versicolor
10.1	Versicolor
6.6	Virginica
6.4	Setosa
7.4	Versicolor
5.0	Versicolor
7.9	Versicolor
4.9	Setosa
9.1	Setosa
7.9	Virginica
6.3	Setosa
4.9	Setosa
9.1	Setosa
6.4	Virginica
5.8	Setosa
9.2	Virginica
8.7	Virginica
5.7	Versicolor
9.0	Virginica
8.5	Setosa
10.5	Virginica
7.3	Setosa
9.3	Versicolor
8.8	Setosa
8.9	Versicolor
8.5	Setosa
6.7	Virginica
6.3	Versicolor
7.9	Setosa
6.1	Setosa
7.5	Versicolor
7.1	Setosa
7.1	Versicolor
8.9	Virginica
7.4	Versicolor
8.7	Setosa
7.7	Virginica
4.7	Setosa
10.2	Versicolor
8.7	Versicolor
6.7	Virginica
11.7	Virginica
9.0	Versicolor
10.2	Virginica
10.7	Virginica
9.3	Versicolor
8.6	Setosa
10.1	Versicolor
10.0	Versicolor
8.6	Versicolor
6.7	Versicolor
9.8	Virginica
7.5	Setosa
9.3	Virginica
9.5	Setosa
9.0	Versicolor
6.1	Virginica
8.8	Virginica
9.2	Virginica
9.0	Versicolor
9.6	Setosa
4.7	Setosa
7.3	Virginica
8.9	Setosa
6.4	Setosa
7.4	Setosa
7.0	Versicolor
10.2	Virginica
7.5	Virginica
10.9	Virginica
7.6	Versicolor
10.8	Versicolor
11.9	Virginica
8.9	Virginica
9.2	Virginica
8.8	Versicolor
6.8	Setosa
8.2	Setosa
10.1	Versicolor
8.1	Versicolor
10.4	Versicolor
7.7	Versicolor
6.1	Versicolor
10.5	Virginica
8.1	Virginica
8.9	Virginica
9.6	Versicolor
8.4	Virginica
9.7	Versicolor
8.3	Virginica
6.9	Setosa
10.7	Versicolor
6.8	Virginica
5.4	Virginica
9.7	Versicolor
7.3	Virginica
7.5	Setosa
7.6	Virginica
7.6	Versicolor
6.3	Setosa
8.2	Setosa
8.4	Setosa
6.9	Versicolor
