sepal.length	sepal.width	petal.length	petal.width	variety
8.4	4.4	3.3	3.0	Versicolor
9.1	7.3	5.1	1.7	Setosa
10.7	4.3	6.2	2.1	Virginica
5.1	4.5	6.0	5.6	Versicolor
10.5	2.7	7.5	4.0	Virginica
5.8	5.0	1.1	0.6	Setosa
8.4	5.0	9.0	5.2	Virginica
8.0	5.0	8.0	5.8	Virginica
9.6	3.0	8.5	5.5	Versicolor
12.4	8.3	8.4	5.0	Virginica
4.6	3.6	3.0	2.7	Setosa
8.5	6.2	7.5	2.0	Versicolor
7.1	7.0	1.4	2.8	Setosa
8.8	4.4	10.1	2.8	Virginica
8.2	3.7	6.0	1.5	Versicolor
9.1	5.5	8.1	4.8	Versicolor
10.7	4.5	7.3	4.6	Virginica
8.9	4.1	3.4	3.1	Setosa
9.7	8.3	5.7	3.8	Setosa
9.1	6.0	9.6	5.6	Virginica
7.4	5.6	7.6	5.8	Virginica
7.4	6.7	7.0	1.5	Versicolor
9.8	5.7	8.9	6.3	Virginica
6.6	6.3	6.2	3.5	Setosa
6.4	4.4	2.2	4.2	Setosa
7.2	6.4	1.5	1.4	Setosa
10.7	6.1	6.1	6.0	Virginica
11.1	7.5	8.9	2.9	Versicolor
6.2	5.2	3.3	4.7	Setosa
6.0	6.3	4.3	3.0	Versicolor
6.9	7.5	3.4	0.7	Setosa
7.3	5.7	4.0	1.7	Setosa
7.7	7.0	6.6	6.3	Virginica
10.0	5.9	8.5	3.5	Versicolor
6.2	6.4	8.9	3.3	Virginica
7.2	6.9	7.3	1.3	Versicolor
7.3	5.7	5.9	4.2	Versicolor
7.9	3.2	5.8	4.2	Setosa
7.9	4.3	10.1	3.7	Virginica
6.5	8.0	1.8	4.2	Setosa
6.3	3.9	3.4	0.7	Setosa
10.5	5.9	6.0	3.6	Versicolor
10.8	2.3	8.9	2.3	Versicolor
8.2	4.2	2.6	3.2	Setosa
6.3	4.3	5.1	3.0	Virginica
6.3	4.5	2.7	0.2	Setosa
10.1	3.4	6.7	2.4	Versicolor
6.9	3.1	5.4	4.1	Virginica
10.3	5.5	8.9	4.0	Versicolor
8.2	5.1	8.1	3.9	Virginica
9.2	4.4	3.9	0.2	Setosa
8.0	7.5	6.8	3.2	Virginica
8.7	3.7	7.5	3.3	Virginica
10.9	5.2	6.8	3.8	Virginica
5.1	7.7	2.9	0.7	Setosa
5.6	6.4	5.9	2.8	Setosa
9.5	7.5	7.7	3.0	Virginica
9.2	4.5	6.5	6.2	Versicolor
6.8	3.3	5.2	3.1	Versicolor
8.5	6.3	5.9	2.2	Setosa
8.7	2.8	7.0	2.3	Versicolor
8.1	4.3	7.5	5.8	Versicolor
9.4	6.8	6.1	5.6	Virginica
5.1	6.1	1.5	3.7	Setosa
9.4	6.9	4.8	3.9	Setosa
7.7	7.5	7.2	4.8	Virginica
8.2	5.3	5.6	1.3	Versicolor
9.3	6.3	10.5	5.5	Virginica
8.6	7.0	3.9	3.2	Setosa
6.1	7.4	5.0	0.2	Setosa
7.7	8.3	9.2	5.2	Virginica
8.5	5.3	4.8	3.3	Setosa
8.5	4.7	7.1	2.5	Virginica
8.3	6.7	6.1	3.4	Virginica
11.4	5.3	10.1	6.4	Virginica
7.5	3.5	3.3	3.3	Setosa
7.5	4.2	9.6	5.6	Versicolor
6.5	2.4	4.7	3.5	Versicolor
6.0	8.0	5.6	2.1	Setosa
7.7	2.9	5.7	3.3	Versicolor
5.6	4.9	6.1	4.8	Versicolor
8.9	4.7	8.7	4.8	Virginica
9.2	2.6	8.4	2.3	Virginica
10.3	3.3	5.1	6.4	Virginica
7.1	4.7	4.5	3.9	Setosa
5.5	8.7	3.4	4.7	Setosa
5.4	5.4	1.9	4.7	Setosa
8.4	6.2	9.8	2.9	Virginica
8.7	3.0	8.2	2.7	Versicolor
10.2	6.6	4.5	1.0	Versicolor
9.6	4.9	9.1	3.3	Versicolor
11.7	4.8	10.2	6.5	Virginica
8.5	6.7	1.7	0.2	Setosa
9.8	7.3	7.3	1.9	Versicolor
5.0	6.5	4.1	0.2	Setosa
7.7	4.7	3.9	4.9	Versicolor
6.0	2.8	7.0	1.3	Versicolor
6.0	7.5	8.3	6.3	Virginica
9.4	7.2	6.0	1.2	Setosa
9.8	3.5	7.5	4.4	Virginica
9.1	4.7	5.7	4.3	Versicolor
9.6	4.8	4.9	6.0	Virginica
7.6	5.8	3.0	0.8	Setosa
7.0	5.9	5.6	2.9	Setosa
7.1	2.6	6.6	3.9	Virginica
