petal.width	variety
4.2	Setosa
0.6	Setosa
4.8	Virginica
4.5	Versicolor
1.4	Setosa
6.3	Virginica
4.1	Virginica
3.3	Setosa
5.3	Versicolor
1.7	Setosa
2.3	Virginica
3.4	Versicolor
3.4	Virginica
2.1	Versicolor
3.7	Versicolor
5.5	Virginica
0.9	Setosa
3.9	Virginica
0.2	Setosa
4.3	Setosa
6.0	Versicolor
4.4	Virginica
4.5	Virginica
1.9	Setosa
4.1	Setosa
2.0	Virginica
4.3	Versicolor
6.5	Virginica
5.9	Virginica
5.6	Versicolor
2.6	Virginica
3.0	Versicolor
2.4	Versicolor
3.8	Setosa
1.5	Versicolor
2.4	Setosa
4.3	Versicolor
1.2	Setosa
2.9	Setosa
5.5	Versicolor
3.9	Virginica
1.8	Versicolor
4.8	Virginica
3.7	Setosa
4.7	Setosa
5.8	Versicolor
2.8	Versicolor
4.2	Virginica
5.0	Versicolor
6.5	Virginica
2.8	Virginica
1.6	Setosa
4.2	Setosa
4.1	Setosa
6.0	Versicolor
0.7	Setosa
2.3	Versicolor
6.5	Virginica
3.3	Versicolor
3.7	Setosa
2.2	Setosa
2.8	Virginica
5.5	Versicolor
3.9	Versicolor
1.0	Versicolor
3.2	Setosa
3.4	Virginica
2.8	Virginica
2.8	Versicolor
2.6	Virginica
5.3	Virginica
5.7	Virginica
6.3	Virginica
2.7	Setosa
4.7	Setosa
0.2	Setosa
6.3	Virginica
4.8	Virginica
5.3	Versicolor
4.2	Versicolor
1.2	Setosa
4.0	Versicolor
3.2	Virginica
0.3	Setosa
3.9	Setosa
3.9	Versicolor
3.7	Setosa
2.8	Virginica
3.2	Setosa
3.5	Virginica
0.5	Setosa
5.8	Versicolor
4.0	Virginica
1.4	Versicolor
5.5	Versicolor
1.1	Versicolor
4.7	Setosa
4.7	Versicolor
4.8	Setosa
4.7	Setosa
2.1	Versicolor
3.6	Versicolor
5.8	Virginica
2.7	Setosa
4.4	Virginica
