sepal.length	sepal.width	petal.length	petal.width	variety
8.1	4.5	9.0	3.0	Versicolor
9.7	2.8	9.0	4.3	Versicolor
10.8	4.4	5.6	3.4	Virginica
7.2	6.6	6.1	5.4	Virginica
10.6	6.5	9.6	4.6	Virginica
6.5	4.9	7.8	4.1	Versicolor
9.8	5.2	4.9	4.2	Versicolor
8.2	6.8	6.1	2.3	Versicolor
9.0	7.4	4.5	5.6	Versicolor
4.9	5.1	6.0	0.1	Setosa
10.1	5.5	5.9	4.1	Versicolor
11.7	6.0	9.8	5.1	Virginica
9.4	7.6	9.6	5.3	Virginica
8.8	6.5	1.9	2.3	Setosa
8.5	3.7	2.7	0.7	Setosa
6.7	4.0	5.5	5.0	Virginica
11.3	3.2	8.9	4.3	Virginica
7.3	5.4	7.1	6.3	Virginica
7.8	8.2	6.0	1.7	Setosa
8.9	7.8	7.4	4.0	Virginica
6.5	5.0	4.5	2.0	Versicolor
10.4	6.9	8.8	3.3	Versicolor
8.1	4.0	1.4	3.8	Setosa
9.2	6.2	3.6	4.7	Setosa
8.1	4.2	2.0	1.4	Setosa
5.1	3.9	5.0	1.7	Setosa
10.8	2.3	4.9	1.3	Versicolor
7.9	4.5	6.6	3.8	Virginica
6.4	6.4	5.2	2.7	Setosa
8.4	4.8	8.6	2.2	Virginica
6.0	5.1	5.4	5.2	Versicolor
7.9	5.5	8.0	2.0	Versicolor
10.6	4.4	7.6	1.3	Versicolor
6.7	2.8	8.8	5.8	Virginica
7.2	3.7	4.9	4.4	Versicolor
9.7	8.1	3.0	2.6	Setosa
7.0	5.5	4.8	4.2	Setosa
8.1	7.9	1.9	2.3	Setosa
6.6	6.0	7.9	4.4	Versicolor
5.6	5.1	3.5	4.2	Setosa
7.2	4.9	6.2	3.3	Versicolor
8.9	6.9	3.9	0.7	Setosa
12.2	5.3	6.7	2.7	Virginica
9.5	3.7	5.0	5.0	Virginica
6.9	5.4	1.3	0.4	Setosa
9.8	6.7	7.1	4.9	Virginica
7.6	6.3	4.7	2.5	Setosa
6.6	7.3	8.5	4.3	Versicolor
9.6	6.1	7.1	1.4	Virginica
9.5	6.4	6.7	4.0	Versicolor
4.9	4.6	5.9	1.6	Setosa
8.5	5.5	6.8	1.8	Virginica
7.7	5.3	9.2	6.5	Virginica
8.6	2.8	8.4	4.0	Virginica
8.4	4.7	5.0	1.5	Versicolor
7.4	7.7	5.8	3.2	Setosa
7.3	7.0	9.5	2.4	Virginica
9.6	7.5	6.6	2.4	Versicolor
4.8	7.5	2.6	2.1	Setosa
4.7	7.7	2.3	3.7	Setosa
9.4	4.1	7.4	4.0	Versicolor
7.7	2.6	11.4	5.8	Virginica
10.1	6.2	6.7	3.3	Versicolor
7.3	5.3	9.3	1.4	Versicolor
6.8	5.0	4.4	4.1	Setosa
5.9	8.4	5.2	4.9	Setosa
7.8	3.7	7.9	6.3	Virginica
9.7	3.9	5.9	3.3	Virginica
10.4	4.5	6.2	3.5	Versicolor
8.2	4.0	4.5	0.7	Setosa
6.0	6.0	2.6	4.2	Setosa
8.8	5.4	3.9	3.7	Setosa
10.5	6.2	7.1	4.1	Versicolor
6.3	5.0	9.4	3.0	Versicolor
6.0	6.5	5.1	0.6	Setosa
9.4	6.1	9.9	6.1	Virginica
8.9	3.2	5.3	5.3	Virginica
10.0	4.2	4.9	0.2	Setosa
10.2	5.9	6.3	3.8	Versicolor
11.0	3.7	5.2	2.9	Versicolor
6.8	3.1	8.5	5.2	Versicolor
8.0	6.0	8.7	5.0	Virginica
10.3	5.4	7.3	5.8	Virginica
5.5	6.8	7.5	1.3	Versicolor
7.7	7.8	3.2	0.8	Setosa
8.7	5.5	8.0	1.7	Versicolor
7.3	2.7	7.6	5.0	Versicolor
8.9	5.7	8.7	3.3	Virginica
8.5	5.9	8.0	3.5	Versicolor
6.1	6.3	4.1	3.7	Setosa
6.9	6.2	6.3	4.3	Versicolor
9.2	3.6	4.4	5.9	Versicolor
7.7	4.8	10.7	4.5	Virginica
8.6	5.9	8.7	2.4	Versicolor
9.5	3.6	5.4	1.7	Setosa
5.6	7.0	4.5	1.1	Versicolor
8.2	7.7	9.0	5.8	Virginica
7.6	7.4	4.1	4.8	Versicolor
8.4	4.9	6.8	5.5	Versicolor
7.2	5.1	8.2	5.0	Versicolor
12.2	7.0	10.1	3.3	Virginica
7.9	7.5	2.3	3.7	Setosa
9.8	3.7	9.6	2.4	Virginica
5.4	7.2	3.5	4.7	Setosa
8.6	4.0	7.6	1.8	Versicolor
