sepal.width	petal.length	variety
8.7	5.9	Setosa
5.0	1.4	Setosa
7.9	5.0	Setosa
3.1	3.5	Setosa
4.9	8.8	Virginica
5.6	6.4	Versicolor
6.3	5.4	Virginica
8.5	1.2	Setosa
3.7	6.0	Virginica
6.2	8.4	Versicolor
4.9	8.1	Versicolor
7.5	1.4	Setosa
2.5	7.9	Versicolor
6.9	2.4	Setosa
5.4	8.1	Virginica
6.4	6.6	Virginica
4.3	7.5	Versicolor
7.2	5.0	Versicolor
6.1	5.4	Setosa
3.4	3.9	Setosa
3.5	8.1	Virginica
5.0	7.7	Virginica
5.5	7.0	Versicolor
3.5	5.4	Virginica
4.1	1.9	Setosa
4.0	5.3	Setosa
7.2	5.6	Versicolor
4.8	6.3	Versicolor
6.0	8.4	Virginica
3.5	7.7	Versicolor
3.8	7.2	Virginica
4.5	4.6	Setosa
5.5	6.6	Versicolor
6.0	6.5	Versicolor
6.5	6.7	Virginica
7.0	8.5	Versicolor
7.5	8.5	Virginica
6.3	3.8	Setosa
6.5	6.0	Virginica
4.9	2.8	Setosa
2.8	5.8	Virginica
4.9	3.2	Setosa
7.2	5.6	Versicolor
7.9	3.1	Setosa
6.3	2.2	Setosa
4.0	7.6	Virginica
6.9	4.3	Versicolor
5.9	4.2	Versicolor
7.6	5.5	Virginica
7.3	7.0	Virginica
6.2	5.5	Versicolor
8.3	9.9	Virginica
4.3	8.6	Versicolor
2.7	9.1	Virginica
4.8	8.1	Virginica
4.8	3.2	Setosa
4.6	8.6	Virginica
7.1	5.5	Setosa
7.0	3.8	Setosa
4.6	3.0	Setosa
8.3	5.6	Setosa
5.2	6.5	Virginica
4.7	10.2	Virginica
5.0	9.1	Versicolor
2.9	4.7	Versicolor
7.8	1.5	Setosa
3.4	4.4	Setosa
5.6	6.1	Virginica
4.0	8.9	Versicolor
5.1	3.5	Setosa
5.3	5.2	Versicolor
5.5	6.4	Versicolor
5.5	9.5	Versicolor
3.4	1.5	Setosa
5.3	5.1	Virginica
3.6	7.1	Virginica
4.2	5.3	Virginica
4.2	3.8	Setosa
6.7	7.8	Versicolor
4.8	10.1	Virginica
2.7	5.3	Virginica
7.3	9.7	Virginica
7.2	8.2	Versicolor
6.6	8.0	Versicolor
7.3	7.1	Virginica
3.7	7.1	Virginica
5.5	8.3	Virginica
5.7	5.8	Setosa
5.7	7.6	Virginica
4.2	5.0	Versicolor
3.1	6.6	Virginica
6.3	6.5	Versicolor
3.6	7.4	Virginica
5.2	3.9	Versicolor
6.5	5.1	Virginica
4.7	4.4	Setosa
3.1	7.9	Versicolor
3.1	3.1	Setosa
4.8	10.2	Virginica
5.3	5.1	Versicolor
5.8	5.9	Setosa
5.1	4.0	Setosa
2.9	6.6	Versicolor
3.5	5.0	Versicolor
6.9	5.2	Versicolor
