sepal.width	variety
7.3	Virginica
6.0	Setosa
5.5	Setosa
3.7	Virginica
6.3	Setosa
4.0	Virginica
5.4	Setosa
3.5	Virginica
6.6	Virginica
7.7	Virginica
5.9	Versicolor
5.5	Virginica
7.1	Setosa
4.5	Virginica
4.1	Versicolor
6.2	Setosa
4.8	Virginica
5.4	Virginica
4.8	Virginica
2.5	Versicolor
7.6	Setosa
7.2	Virginica
6.1	Virginica
6.0	Virginica
7.9	Virginica
7.4	Setosa
5.7	Versicolor
4.2	Versicolor
3.3	Virginica
6.9	Setosa
5.7	Versicolor
6.7	Setosa
7.9	Setosa
7.9	Virginica
7.2	Versicolor
3.5	Setosa
7.6	Versicolor
4.8	Setosa
3.8	Setosa
5.0	Virginica
3.9	Setosa
4.8	Versicolor
6.0	Virginica
5.3	Versicolor
6.8	Setosa
5.0	Versicolor
2.9	Versicolor
6.2	Setosa
4.3	Virginica
6.5	Setosa
4.5	Virginica
7.5	Virginica
3.3	Virginica
5.9	Versicolor
4.4	Setosa
5.3	Versicolor
7.4	Setosa
7.0	Versicolor
6.8	Versicolor
3.1	Setosa
7.5	Virginica
6.6	Versicolor
4.0	Setosa
4.4	Versicolor
6.5	Setosa
4.9	Setosa
3.2	Setosa
7.0	Versicolor
5.2	Versicolor
7.1	Setosa
6.8	Versicolor
7.6	Virginica
5.9	Setosa
6.7	Setosa
6.3	Virginica
6.5	Versicolor
4.1	Setosa
6.8	Setosa
6.6	Virginica
4.2	Virginica
4.8	Virginica
2.8	Versicolor
4.0	Setosa
4.5	Virginica
6.1	Versicolor
5.5	Setosa
6.0	Setosa
4.3	Virginica
5.4	Versicolor
7.7	Setosa
7.5	Setosa
4.7	Versicolor
4.4	Setosa
4.3	Versicolor
5.8	Versicolor
7.3	Virginica
4.6	Virginica
5.2	Virginica
3.2	Setosa
2.5	Versicolor
2.9	Versicolor
4.7	Setosa
6.7	Versicolor
7.8	Setosa
6.9	Versicolor
