petal.length	petal.width	variety
7.7	4.2	Virginica
4.9	4.7	Setosa
5.7	3.7	Setosa
4.8	4.2	Setosa
7.5	5.3	Virginica
7.1	4.9	Virginica
9.1	5.3	Virginica
2.4	0.7	Setosa
3.4	1.7	Setosa
8.1	1.9	Virginica
9.0	5.1	Versicolor
5.0	5.5	Virginica
5.4	0.7	Setosa
3.7	3.2	Setosa
5.2	1.4	Versicolor
7.8	5.4	Versicolor
8.1	1.5	Virginica
1.5	0.2	Setosa
4.8	2.3	Versicolor
1.4	3.7	Setosa
8.0	2.2	Versicolor
7.6	3.1	Virginica
3.4	2.1	Setosa
8.4	5.3	Virginica
7.4	4.1	Virginica
7.1	3.8	Versicolor
8.0	6.0	Versicolor
5.4	1.7	Versicolor
7.7	5.3	Virginica
9.6	2.3	Virginica
9.8	3.3	Virginica
9.6	2.4	Virginica
7.4	6.0	Virginica
9.8	1.6	Virginica
2.6	2.7	Setosa
4.3	1.9	Setosa
5.7	3.6	Versicolor
2.4	4.2	Setosa
9.1	3.9	Virginica
3.3	1.0	Versicolor
7.0	3.3	Versicolor
9.6	3.8	Virginica
4.9	2.3	Setosa
10.0	3.8	Virginica
8.4	6.1	Virginica
4.5	1.9	Setosa
6.2	6.3	Virginica
7.7	4.2	Versicolor
5.8	4.3	Versicolor
1.5	4.6	Setosa
3.6	1.2	Setosa
4.5	4.7	Setosa
7.5	6.6	Virginica
4.9	4.7	Setosa
2.4	0.2	Setosa
5.9	0.9	Setosa
7.5	5.0	Versicolor
3.5	0.6	Setosa
5.2	0.2	Setosa
5.0	2.5	Versicolor
1.3	0.8	Setosa
8.5	4.0	Versicolor
4.2	1.8	Versicolor
9.0	4.5	Versicolor
5.3	6.4	Virginica
7.9	4.4	Versicolor
5.7	3.0	Virginica
2.9	2.3	Setosa
4.9	5.1	Versicolor
7.5	1.8	Versicolor
7.4	5.4	Versicolor
5.4	3.3	Setosa
5.7	4.5	Versicolor
2.7	3.3	Setosa
6.7	3.5	Versicolor
4.8	6.3	Virginica
2.1	1.6	Setosa
7.8	4.8	Virginica
3.9	0.1	Setosa
6.0	2.7	Virginica
9.6	6.0	Virginica
6.0	2.4	Virginica
10.2	2.6	Virginica
4.5	4.5	Versicolor
7.0	4.0	Virginica
7.8	4.3	Virginica
5.2	4.2	Versicolor
6.4	2.4	Versicolor
7.5	4.0	Versicolor
8.3	4.3	Virginica
7.4	5.0	Virginica
5.5	3.7	Setosa
5.5	1.7	Setosa
4.9	4.5	Versicolor
4.3	4.3	Versicolor
7.5	4.3	Virginica
2.6	3.9	Setosa
4.8	2.2	Setosa
8.6	5.6	Virginica
8.0	3.7	Versicolor
6.2	5.5	Versicolor
6.0	2.0	Versicolor
4.7	5.0	Setosa
2.3	4.2	Setosa
7.9	4.7	Versicolor
