petal.length	variety
3.7	Setosa
8.5	Versicolor
8.6	Virginica
7.0	Virginica
8.0	Versicolor
3.5	Setosa
5.4	Versicolor
3.1	Setosa
9.8	Virginica
2.3	Setosa
2.5	Setosa
7.7	Versicolor
3.5	Setosa
9.6	Virginica
5.1	Setosa
9.6	Virginica
8.2	Virginica
5.9	Setosa
6.4	Virginica
4.1	Setosa
5.0	Setosa
4.2	Versicolor
1.4	Setosa
5.0	Virginica
9.3	Virginica
8.7	Versicolor
5.5	Virginica
5.7	Virginica
8.8	Virginica
4.7	Versicolor
2.9	Setosa
8.0	Versicolor
1.7	Setosa
4.9	Versicolor
9.6	Virginica
7.7	Versicolor
7.0	Versicolor
4.5	Setosa
7.3	Versicolor
5.7	Virginica
5.4	Setosa
8.1	Virginica
2.6	Setosa
3.5	Setosa
6.0	Setosa
7.0	Versicolor
2.0	Setosa
8.2	Virginica
5.9	Setosa
9.0	Virginica
7.9	Virginica
4.8	Virginica
3.5	Versicolor
9.0	Versicolor
1.8	Setosa
2.8	Setosa
8.9	Virginica
6.7	Versicolor
5.5	Virginica
4.6	Versicolor
1.9	Setosa
3.7	Setosa
6.9	Versicolor
4.0	Setosa
5.0	Versicolor
7.1	Versicolor
5.6	Versicolor
4.8	Versicolor
6.1	Setosa
2.3	Setosa
6.6	Versicolor
6.8	Versicolor
10.1	Virginica
9.3	Versicolor
5.5	Setosa
2.4	Setosa
7.7	Virginica
10.5	Virginica
2.3	Setosa
10.4	Virginica
8.1	Virginica
7.5	Versicolor
8.6	Versicolor
7.3	Virginica
4.6	Versicolor
5.2	Virginica
6.2	Setosa
8.5	Versicolor
4.9	Setosa
5.4	Versicolor
4.7	Setosa
3.9	Setosa
5.0	Versicolor
4.8	Versicolor
6.9	Virginica
7.1	Virginica
10.7	Virginica
7.9	Versicolor
2.9	Setosa
3.7	Setosa
10.3	Virginica
4.5	Versicolor
5.1	Setosa
9.3	Virginica
9.1	Virginica
