sepal.length	variety
8.2	Virginica
6.6	Setosa
9.0	Setosa
11.7	Virginica
8.1	Versicolor
8.6	Versicolor
8.7	Setosa
4.4	Setosa
9.2	Virginica
8.0	Versicolor
7.0	Setosa
5.1	Setosa
7.7	Setosa
10.2	Virginica
8.1	Versicolor
6.8	Setosa
7.6	Virginica
7.3	Versicolor
5.6	Setosa
7.9	Virginica
8.0	Virginica
10.1	Versicolor
9.7	Versicolor
4.9	Setosa
7.7	Versicolor
8.7	Virginica
10.3	Virginica
7.1	Setosa
5.0	Setosa
10.3	Virginica
8.9	Virginica
10.0	Versicolor
9.0	Versicolor
9.4	Setosa
10.2	Versicolor
6.6	Setosa
5.7	Versicolor
8.3	Versicolor
8.8	Versicolor
12.1	Virginica
6.8	Versicolor
8.8	Virginica
6.1	Versicolor
10.2	Versicolor
7.0	Setosa
7.2	Virginica
7.4	Virginica
11.4	Virginica
9.5	Setosa
8.1	Versicolor
6.1	Setosa
12.4	Virginica
9.0	Setosa
8.5	Versicolor
6.8	Setosa
5.2	Setosa
6.3	Versicolor
8.1	Setosa
6.3	Virginica
7.3	Virginica
8.9	Virginica
5.5	Versicolor
8.2	Virginica
8.4	Setosa
6.5	Versicolor
5.6	Setosa
10.3	Virginica
5.5	Setosa
6.9	Setosa
11.9	Virginica
5.3	Setosa
5.2	Versicolor
9.0	Versicolor
10.7	Virginica
7.7	Setosa
9.2	Virginica
7.2	Versicolor
6.5	Setosa
11.6	Virginica
7.8	Versicolor
8.6	Versicolor
6.4	Virginica
8.1	Versicolor
9.1	Versicolor
4.8	Setosa
8.6	Virginica
8.1	Versicolor
10.0	Virginica
4.7	Setosa
10.0	Versicolor
8.7	Virginica
10.3	Virginica
6.1	Setosa
7.2	Virginica
9.0	Versicolor
8.9	Setosa
6.9	Versicolor
10.5	Virginica
6.5	Setosa
10.7	Versicolor
10.0	Virginica
5.9	Versicolor
9.4	Setosa
9.0	Versicolor
8.5	Versicolor
