petal.width	variety
3.7	Setosa
5.7	Versicolor
3.4	Virginica
4.5	Versicolor
2.3	Virginica
4.2	Setosa
4.5	Virginica
4.1	Setosa
2.3	Virginica
1.8	Virginica
4.2	Setosa
3.4	Setosa
3.2	Virginica
2.7	Setosa
2.4	Virginica
6.1	Virginica
4.5	Versicolor
0.2	Setosa
4.5	Virginica
6.0	Virginica
4.7	Setosa
3.2	Setosa
3.7	Virginica
3.8	Virginica
1.3	Versicolor
3.3	Virginica
4.8	Virginica
1.3	Setosa
2.6	Virginica
3.0	Virginica
0.8	Setosa
2.2	Setosa
2.7	Setosa
2.8	Virginica
0.4	Setosa
6.0	Versicolor
3.1	Versicolor
5.9	Virginica
4.5	Versicolor
4.3	Virginica
3.8	Virginica
6.3	Virginica
1.6	Setosa
3.2	Setosa
2.6	Versicolor
4.9	Versicolor
2.7	Setosa
2.8	Versicolor
3.3	Versicolor
4.6	Setosa
2.2	Setosa
2.9	Versicolor
1.3	Versicolor
2.6	Virginica
2.3	Virginica
2.5	Versicolor
5.5	Versicolor
0.8	Setosa
2.5	Versicolor
3.0	Versicolor
5.8	Versicolor
1.7	Versicolor
1.4	Setosa
2.6	Setosa
5.2	Versicolor
2.8	Setosa
4.9	Virginica
3.4	Virginica
5.8	Versicolor
6.9	Virginica
3.2	Setosa
2.6	Versicolor
4.7	Versicolor
2.2	Virginica
3.3	Versicolor
5.9	Virginica
5.5	Virginica
3.8	Setosa
6.3	Virginica
1.7	Setosa
2.4	Setosa
2.0	Versicolor
1.5	Versicolor
3.3	Versicolor
2.3	Virginica
2.2	Setosa
7.0	Virginica
3.5	Virginica
3.9	Versicolor
1.1	Setosa
0.9	Setosa
6.1	Versicolor
4.6	Virginica
4.5	Virginica
3.6	Virginica
5.8	Versicolor
3.8	Versicolor
3.7	Setosa
5.8	Versicolor
2.6	Setosa
4.0	Versicolor
3.6	Versicolor
4.3	Versicolor
4.2	Setosa
1.7	Setosa
