petal.width	variety
5.3	Virginica
1.8	Virginica
6.1	Versicolor
4.3	Virginica
3.6	Setosa
6.0	Versicolor
2.5	Versicolor
5.0	Setosa
1.5	Versicolor
1.1	Setosa
2.3	Virginica
3.5	Virginica
4.4	Versicolor
4.3	Versicolor
6.2	Virginica
4.7	Versicolor
4.1	Virginica
0.8	Setosa
3.8	Versicolor
2.1	Versicolor
6.4	Virginica
4.7	Versicolor
3.0	Versicolor
3.0	Versicolor
4.1	Setosa
4.3	Versicolor
4.1	Virginica
4.4	Virginica
0.4	Setosa
2.5	Virginica
5.9	Versicolor
6.4	Virginica
4.4	Virginica
3.3	Setosa
3.8	Virginica
2.6	Setosa
5.1	Versicolor
3.5	Virginica
4.1	Virginica
5.8	Virginica
4.7	Setosa
4.9	Setosa
5.9	Virginica
6.3	Virginica
4.4	Setosa
2.8	Virginica
3.3	Virginica
2.9	Versicolor
3.5	Versicolor
2.8	Versicolor
6.3	Virginica
5.8	Virginica
4.3	Virginica
3.9	Versicolor
3.7	Setosa
3.2	Versicolor
3.2	Versicolor
4.2	Setosa
5.3	Virginica
2.3	Virginica
2.2	Setosa
3.3	Virginica
4.1	Versicolor
2.8	Virginica
2.7	Setosa
0.2	Setosa
1.7	Setosa
0.7	Setosa
0.9	Setosa
4.5	Versicolor
3.0	Versicolor
2.2	Setosa
2.0	Versicolor
0.3	Setosa
5.8	Versicolor
5.2	Virginica
1.7	Setosa
0.2	Setosa
4.8	Setosa
3.2	Setosa
4.7	Setosa
3.7	Setosa
4.5	Virginica
2.2	Virginica
5.1	Versicolor
5.4	Versicolor
6.5	Virginica
4.1	Setosa
2.2	Setosa
1.2	Setosa
4.0	Versicolor
4.3	Virginica
3.7	Setosa
0.7	Setosa
6.0	Versicolor
5.8	Versicolor
5.0	Versicolor
0.2	Setosa
2.3	Setosa
4.7	Setosa
5.8	Versicolor
1.8	Versicolor
2.0	Virginica
3.1	Versicolor
5.9	Virginica
