sepal.width	variety
3.6	Setosa
3.8	Versicolor
4.3	Versicolor
6.2	Virginica
3.0	Versicolor
5.9	Setosa
5.1	Versicolor
5.9	Versicolor
2.5	Virginica
3.4	Setosa
3.4	Virginica
6.1	Setosa
7.6	Setosa
3.7	Virginica
5.4	Setosa
3.4	Versicolor
6.2	Setosa
3.0	Virginica
6.1	Versicolor
5.7	Setosa
2.7	Virginica
2.5	Versicolor
5.1	Setosa
4.7	Setosa
4.8	Setosa
7.0	Versicolor
3.6	Setosa
4.5	Setosa
3.8	Versicolor
6.0	Versicolor
7.4	Setosa
7.5	Virginica
4.8	Virginica
6.1	Versicolor
7.5	Virginica
4.7	Virginica
7.3	Setosa
3.5	Setosa
4.4	Versicolor
6.2	Virginica
6.2	Versicolor
5.5	Virginica
6.8	Versicolor
4.6	Versicolor
7.1	Virginica
3.1	Virginica
4.6	Virginica
4.4	Virginica
3.0	Virginica
4.0	Setosa
7.4	Setosa
4.0	Virginica
5.5	Versicolor
5.6	Setosa
4.5	Versicolor
3.1	Virginica
6.4	Versicolor
4.2	Setosa
6.0	Setosa
7.1	Virginica
5.3	Versicolor
3.5	Versicolor
5.7	Versicolor
7.3	Virginica
3.8	Setosa
4.0	Setosa
4.3	Virginica
6.5	Setosa
6.4	Setosa
2.8	Versicolor
5.8	Virginica
4.0	Virginica
8.6	Setosa
5.5	Virginica
7.9	Setosa
3.7	Versicolor
5.5	Setosa
4.5	Versicolor
5.3	Virginica
7.2	Versicolor
7.8	Setosa
6.0	Virginica
2.4	Versicolor
3.8	Setosa
6.9	Setosa
8.3	Setosa
4.3	Versicolor
5.5	Versicolor
7.4	Virginica
3.9	Versicolor
5.7	Virginica
7.6	Versicolor
7.0	Virginica
3.0	Versicolor
4.4	Versicolor
6.8	Virginica
6.5	Versicolor
3.8	Versicolor
5.0	Setosa
4.0	Virginica
6.2	Setosa
5.0	Virginica
4.5	Versicolor
3.1	Setosa
5.8	Virginica
