petal.length	petal.width	variety
9.0	2.1	Virginica
4.0	0.3	Setosa
3.6	2.2	Setosa
5.1	2.8	Versicolor
8.4	4.6	Versicolor
8.6	3.8	Virginica
5.4	4.0	Versicolor
6.4	4.2	Versicolor
3.2	0.5	Setosa
2.2	0.4	Setosa
4.9	2.3	Virginica
5.2	4.7	Setosa
2.8	1.7	Setosa
6.0	3.2	Versicolor
3.3	2.7	Setosa
8.0	4.8	Virginica
6.1	2.4	Virginica
7.1	3.6	Virginica
5.5	1.9	Virginica
8.2	4.3	Versicolor
7.5	4.8	Versicolor
1.8	4.8	Setosa
5.9	5.5	Versicolor
6.6	2.5	Virginica
4.5	4.4	Setosa
6.0	3.0	Versicolor
8.9	4.8	Versicolor
2.0	2.2	Setosa
7.7	3.7	Virginica
3.9	1.7	Setosa
9.4	5.3	Virginica
8.6	4.2	Virginica
3.8	0.7	Setosa
9.9	4.1	Virginica
5.5	5.0	Versicolor
5.4	2.2	Setosa
4.0	1.9	Setosa
2.9	2.6	Setosa
8.6	4.1	Versicolor
4.7	1.7	Versicolor
8.9	3.9	Versicolor
7.3	3.8	Versicolor
9.8	4.3	Virginica
5.9	3.7	Versicolor
8.7	5.5	Virginica
3.5	4.7	Setosa
8.9	3.0	Virginica
6.8	6.1	Virginica
5.6	2.8	Versicolor
5.0	4.3	Versicolor
6.6	3.6	Virginica
7.0	2.8	Versicolor
1.4	1.2	Setosa
4.1	4.1	Setosa
7.9	6.3	Virginica
5.7	3.0	Versicolor
7.7	6.0	Versicolor
6.5	1.8	Virginica
6.7	4.0	Virginica
7.6	1.9	Virginica
5.8	5.4	Versicolor
7.8	2.8	Virginica
6.1	1.3	Versicolor
6.6	2.0	Versicolor
8.7	3.4	Versicolor
4.4	5.9	Versicolor
3.3	4.9	Setosa
4.1	4.2	Setosa
8.2	6.8	Virginica
5.7	2.8	Virginica
3.5	2.7	Setosa
7.9	2.1	Virginica
6.1	4.4	Virginica
7.1	5.0	Versicolor
5.4	1.7	Setosa
4.8	0.8	Setosa
5.0	1.3	Versicolor
9.3	5.4	Virginica
5.4	0.8	Setosa
3.5	2.5	Versicolor
4.5	4.9	Setosa
7.7	4.1	Virginica
4.9	0.9	Setosa
3.6	4.2	Setosa
8.2	1.4	Versicolor
8.5	5.2	Versicolor
4.0	3.1	Setosa
9.0	3.5	Versicolor
6.2	3.7	Versicolor
8.1	2.0	Virginica
1.9	1.2	Setosa
5.6	2.8	Versicolor
4.5	1.7	Virginica
7.5	6.0	Versicolor
1.7	2.3	Setosa
4.9	3.7	Setosa
6.3	4.6	Versicolor
6.2	1.5	Versicolor
2.2	2.2	Setosa
1.4	1.7	Setosa
5.0	4.5	Versicolor
1.5	2.1	Setosa
9.3	3.8	Virginica
6.0	5.1	Versicolor
9.0	3.0	Versicolor
