sepal.length	variety
8.0	Versicolor
5.5	Setosa
8.6	Versicolor
9.4	Virginica
8.5	Versicolor
6.5	Versicolor
8.4	Versicolor
10.4	Virginica
9.9	Virginica
9.0	Versicolor
9.5	Virginica
10.4	Virginica
10.1	Versicolor
10.3	Versicolor
7.2	Setosa
6.1	Versicolor
6.4	Setosa
9.8	Versicolor
4.4	Setosa
10.7	Virginica
6.7	Virginica
4.7	Setosa
6.0	Versicolor
7.8	Setosa
5.9	Setosa
5.6	Setosa
6.2	Versicolor
5.5	Versicolor
5.4	Setosa
11.2	Virginica
8.3	Virginica
8.9	Setosa
11.2	Versicolor
5.8	Versicolor
8.9	Setosa
9.1	Versicolor
8.2	Versicolor
7.9	Versicolor
12.2	Virginica
8.5	Setosa
5.1	Setosa
8.5	Versicolor
8.2	Versicolor
9.4	Versicolor
8.8	Virginica
6.4	Setosa
8.0	Virginica
7.7	Setosa
8.6	Virginica
6.2	Versicolor
6.3	Virginica
7.3	Setosa
6.5	Virginica
6.9	Virginica
11.4	Versicolor
6.3	Virginica
8.2	Virginica
8.9	Virginica
6.7	Virginica
9.2	Setosa
9.3	Versicolor
10.6	Virginica
9.2	Virginica
7.9	Versicolor
5.3	Setosa
6.9	Setosa
7.2	Setosa
7.8	Setosa
8.0	Virginica
7.4	Virginica
5.6	Setosa
6.4	Virginica
7.7	Virginica
7.0	Virginica
7.6	Setosa
6.4	Setosa
11.2	Virginica
9.5	Setosa
10.4	Virginica
5.6	Setosa
11.0	Versicolor
5.4	Setosa
7.5	Versicolor
9.1	Versicolor
7.8	Virginica
9.9	Versicolor
9.4	Virginica
6.3	Versicolor
7.6	Setosa
8.3	Setosa
8.6	Versicolor
8.3	Virginica
10.1	Versicolor
6.1	Versicolor
6.1	Setosa
5.2	Versicolor
7.0	Setosa
6.8	Versicolor
11.2	Virginica
10.0	Setosa
6.2	Versicolor
10.3	Virginica
6.9	Virginica
8.7	Virginica
6.3	Setosa
