sepal.length	sepal.width	variety
7.7	5.1	Virginica
6.9	5.5	Setosa
8.3	3.9	Virginica
5.5	3.4	Versicolor
8.4	6.9	Versicolor
5.4	7.2	Setosa
4.3	3.5	Setosa
8.4	6.9	Setosa
8.3	5.3	Virginica
9.1	3.7	Setosa
8.2	7.4	Setosa
8.0	4.0	Versicolor
9.5	6.0	Setosa
5.3	5.1	Setosa
6.5	7.0	Virginica
10.0	3.9	Versicolor
9.0	5.2	Setosa
5.2	3.5	Setosa
8.8	7.2	Setosa
9.5	4.2	Setosa
7.7	6.5	Virginica
8.2	5.6	Versicolor
8.9	5.4	Setosa
6.1	6.4	Setosa
10.0	2.8	Versicolor
9.8	5.7	Virginica
8.1	5.2	Versicolor
6.6	3.9	Versicolor
9.8	7.2	Versicolor
7.8	4.3	Versicolor
9.1	4.4	Versicolor
9.8	6.2	Versicolor
8.8	3.5	Virginica
6.1	4.5	Versicolor
8.1	7.0	Setosa
6.8	2.7	Virginica
7.5	4.9	Versicolor
5.6	6.0	Versicolor
8.7	6.3	Virginica
6.8	3.9	Setosa
6.1	4.6	Virginica
8.6	7.0	Virginica
8.2	2.8	Versicolor
9.8	4.8	Virginica
7.9	4.0	Virginica
9.4	6.1	Versicolor
6.0	2.7	Versicolor
9.7	4.1	Versicolor
10.3	5.4	Virginica
10.6	2.9	Versicolor
7.4	7.2	Versicolor
8.5	8.1	Setosa
8.1	6.0	Virginica
8.5	3.5	Virginica
7.2	5.0	Versicolor
7.6	3.8	Setosa
8.8	4.9	Setosa
9.0	6.2	Virginica
11.4	4.1	Virginica
8.7	4.8	Virginica
8.1	5.3	Setosa
8.0	4.9	Setosa
8.2	8.3	Setosa
9.0	4.9	Versicolor
7.8	2.5	Versicolor
5.9	7.1	Setosa
9.7	5.8	Virginica
8.0	3.5	Setosa
7.3	4.3	Versicolor
12.4	5.8	Virginica
9.1	4.3	Virginica
8.0	4.0	Virginica
6.9	5.3	Virginica
9.4	6.2	Virginica
12.2	6.5	Virginica
9.7	4.2	Versicolor
6.0	5.8	Setosa
8.6	4.5	Versicolor
5.0	5.8	Versicolor
8.4	7.5	Setosa
9.8	6.0	Virginica
9.1	4.3	Versicolor
9.9	7.5	Versicolor
11.7	5.6	Virginica
5.1	6.0	Versicolor
7.4	6.1	Setosa
8.6	6.0	Versicolor
8.4	2.4	Versicolor
7.5	2.6	Versicolor
9.2	5.9	Versicolor
10.7	6.6	Virginica
7.2	4.3	Virginica
8.5	4.5	Setosa
6.6	6.8	Setosa
8.3	7.7	Virginica
6.4	3.7	Virginica
6.5	3.3	Setosa
6.2	3.7	Versicolor
9.6	6.7	Setosa
9.0	7.0	Versicolor
9.5	3.7	Versicolor
10.9	4.8	Virginica
6.3	6.5	Setosa
8.7	5.8	Versicolor
10.5	6.0	Virginica
