petal.length	variety
8.9	Virginica
2.4	Setosa
2.3	Setosa
7.1	Virginica
4.9	Virginica
5.4	Versicolor
7.1	Virginica
6.7	Versicolor
4.5	Setosa
7.7	Virginica
8.6	Versicolor
6.8	Versicolor
5.4	Setosa
2.1	Setosa
5.9	Virginica
6.0	Virginica
5.3	Setosa
3.5	Versicolor
2.6	Setosa
6.1	Virginica
3.9	Setosa
8.5	Versicolor
3.2	Setosa
7.3	Virginica
9.1	Virginica
5.5	Versicolor
6.5	Virginica
5.5	Versicolor
8.0	Versicolor
6.9	Virginica
4.0	Setosa
1.4	Setosa
5.2	Virginica
7.9	Virginica
5.8	Setosa
5.3	Virginica
10.5	Virginica
4.4	Setosa
4.8	Versicolor
7.9	Versicolor
3.9	Setosa
6.0	Setosa
7.4	Virginica
1.6	Setosa
5.0	Setosa
6.2	Versicolor
8.0	Versicolor
9.6	Virginica
5.8	Versicolor
5.6	Setosa
1.5	Setosa
2.9	Setosa
8.6	Virginica
7.5	Virginica
7.2	Versicolor
8.1	Virginica
3.9	Versicolor
7.5	Versicolor
8.4	Versicolor
6.5	Virginica
2.7	Setosa
2.1	Setosa
8.8	Versicolor
8.6	Versicolor
8.8	Virginica
6.1	Versicolor
9.3	Versicolor
5.6	Setosa
5.2	Versicolor
5.4	Setosa
6.4	Versicolor
1.9	Setosa
4.2	Setosa
6.0	Versicolor
2.5	Setosa
9.3	Virginica
8.4	Versicolor
5.4	Setosa
2.0	Setosa
6.6	Versicolor
4.8	Setosa
7.7	Virginica
4.8	Setosa
5.4	Versicolor
3.6	Versicolor
4.7	Versicolor
6.1	Virginica
7.7	Versicolor
9.2	Virginica
2.5	Setosa
2.0	Setosa
9.6	Virginica
1.0	Setosa
5.6	Versicolor
9.6	Virginica
4.7	Versicolor
9.0	Versicolor
5.5	Versicolor
7.0	Versicolor
7.1	Virginica
9.8	Virginica
5.5	Setosa
2.3	Setosa
6.4	Virginica
5.9	Setosa
