sepal.width	variety
5.7	Virginica
6.1	Setosa
6.5	Setosa
4.8	Versicolor
6.2	Setosa
6.4	Setosa
7.4	Setosa
4.2	Setosa
3.3	Virginica
3.6	Virginica
2.6	Versicolor
3.2	Versicolor
8.0	Setosa
4.8	Virginica
5.0	Virginica
3.9	Versicolor
7.5	Virginica
3.1	Virginica
7.7	Virginica
5.2	Virginica
5.1	Virginica
3.9	Versicolor
5.9	Setosa
6.4	Setosa
5.8	Virginica
2.5	Versicolor
6.2	Versicolor
7.8	Setosa
5.2	Setosa
6.1	Versicolor
4.5	Versicolor
3.2	Setosa
7.6	Virginica
3.6	Virginica
5.5	Versicolor
7.1	Virginica
4.4	Setosa
5.5	Virginica
5.4	Setosa
8.0	Setosa
4.1	Versicolor
6.5	Versicolor
6.7	Setosa
4.4	Versicolor
6.8	Setosa
3.8	Setosa
3.5	Virginica
5.9	Versicolor
5.8	Versicolor
6.7	Versicolor
4.5	Setosa
3.9	Versicolor
4.8	Versicolor
5.9	Versicolor
4.5	Setosa
7.4	Setosa
7.5	Setosa
3.7	Versicolor
2.7	Versicolor
5.4	Setosa
6.3	Setosa
6.6	Setosa
5.7	Setosa
7.3	Versicolor
7.0	Setosa
7.5	Setosa
6.0	Setosa
3.5	Virginica
3.2	Virginica
5.0	Setosa
2.3	Versicolor
7.8	Virginica
4.6	Setosa
6.7	Virginica
3.5	Virginica
4.6	Versicolor
2.8	Virginica
7.5	Versicolor
4.0	Versicolor
5.9	Virginica
7.2	Virginica
6.7	Versicolor
5.9	Setosa
7.3	Versicolor
7.5	Virginica
5.8	Virginica
6.7	Versicolor
6.0	Virginica
5.0	Setosa
6.5	Versicolor
7.5	Virginica
7.5	Versicolor
7.1	Versicolor
4.9	Versicolor
2.8	Virginica
7.1	Setosa
8.4	Setosa
3.8	Versicolor
5.9	Virginica
3.3	Virginica
8.1	Setosa
4.5	Virginica
6.8	Setosa
5.5	Virginica
4.2	Setosa
