sepal.length	variety
6.9	Versicolor
7.4	Setosa
5.9	Setosa
6.1	Setosa
10.3	Versicolor
9.4	Virginica
7.2	Setosa
9.5	Versicolor
7.9	Versicolor
6.7	Setosa
8.7	Virginica
6.3	Versicolor
9.2	Virginica
7.8	Virginica
7.6	Versicolor
6.8	Virginica
5.6	Setosa
9.4	Setosa
8.4	Setosa
10.9	Virginica
5.7	Versicolor
10.5	Versicolor
8.4	Virginica
11.2	Virginica
5.6	Setosa
8.6	Setosa
8.1	Setosa
9.7	Versicolor
11.3	Virginica
6.9	Virginica
6.0	Versicolor
7.4	Setosa
8.1	Virginica
6.7	Versicolor
7.8	Virginica
6.7	Setosa
9.2	Setosa
9.7	Versicolor
10.3	Versicolor
8.8	Setosa
7.8	Versicolor
11.2	Virginica
6.5	Versicolor
8.6	Setosa
6.7	Versicolor
5.4	Setosa
10.3	Versicolor
6.6	Setosa
8.7	Versicolor
9.8	Virginica
7.2	Versicolor
10.9	Virginica
5.4	Versicolor
5.8	Setosa
8.6	Versicolor
5.3	Setosa
9.1	Virginica
8.1	Versicolor
8.7	Setosa
8.5	Setosa
4.8	Setosa
9.2	Versicolor
10.6	Versicolor
6.6	Versicolor
10.7	Virginica
7.8	Setosa
6.1	Versicolor
4.3	Setosa
9.5	Setosa
6.5	Virginica
9.2	Versicolor
10.5	Versicolor
6.4	Virginica
8.0	Versicolor
7.0	Versicolor
6.7	Setosa
8.9	Virginica
7.2	Virginica
8.3	Virginica
7.7	Setosa
9.4	Virginica
9.0	Setosa
5.5	Setosa
5.8	Virginica
9.7	Virginica
5.5	Setosa
5.4	Versicolor
9.2	Virginica
10.1	Versicolor
5.4	Setosa
7.5	Virginica
8.7	Virginica
9.1	Setosa
7.4	Virginica
9.2	Virginica
7.6	Versicolor
7.0	Versicolor
7.2	Virginica
6.3	Virginica
8.3	Virginica
6.5	Virginica
9.6	Virginica
7.1	Versicolor
4.6	Setosa
9.6	Versicolor
