sepal.length	sepal.width	variety
7.2	6.2	Versicolor
7.4	6.2	Virginica
7.9	7.6	Setosa
7.2	5.9	Setosa
6.4	3.0	Versicolor
11.0	7.5	Virginica
10.7	5.4	Virginica
8.3	7.9	Virginica
6.0	2.3	Versicolor
7.6	3.9	Setosa
10.8	6.8	Virginica
9.8	5.8	Versicolor
5.7	2.8	Versicolor
7.2	5.9	Versicolor
7.1	4.5	Versicolor
7.6	6.0	Versicolor
9.6	5.5	Virginica
5.5	4.9	Setosa
10.0	5.2	Setosa
9.2	3.8	Virginica
4.9	5.1	Setosa
4.9	5.4	Setosa
10.1	7.0	Versicolor
8.2	5.9	Versicolor
9.3	5.2	Versicolor
6.3	3.8	Virginica
9.3	7.1	Setosa
7.0	3.4	Versicolor
6.0	2.9	Versicolor
6.5	6.7	Versicolor
8.5	5.5	Setosa
7.1	6.9	Versicolor
6.4	7.9	Setosa
8.4	7.7	Virginica
7.6	2.8	Virginica
9.2	6.6	Virginica
5.9	7.7	Versicolor
5.5	4.0	Versicolor
7.4	3.4	Setosa
8.4	2.9	Versicolor
9.2	5.2	Virginica
7.8	3.0	Virginica
10.1	5.2	Versicolor
4.9	7.5	Setosa
9.1	4.8	Versicolor
9.7	5.3	Virginica
10.5	6.2	Virginica
7.3	5.2	Virginica
7.5	4.0	Setosa
8.2	4.5	Virginica
8.2	7.3	Virginica
8.4	4.0	Virginica
7.9	5.5	Versicolor
8.3	6.3	Versicolor
10.9	6.3	Virginica
11.2	7.5	Virginica
6.8	4.0	Versicolor
8.6	6.2	Setosa
7.5	7.1	Versicolor
6.2	6.7	Setosa
8.1	3.8	Setosa
9.2	5.0	Virginica
8.8	5.2	Virginica
8.1	3.0	Versicolor
7.9	3.4	Versicolor
10.7	3.8	Virginica
10.3	5.2	Virginica
10.8	3.9	Virginica
8.2	6.1	Versicolor
9.0	3.4	Versicolor
7.4	8.2	Setosa
9.7	7.6	Versicolor
8.6	3.1	Virginica
6.4	3.2	Virginica
7.1	4.0	Virginica
4.6	6.1	Setosa
6.0	6.8	Setosa
8.0	4.0	Virginica
7.0	4.3	Setosa
7.3	5.7	Setosa
6.6	7.3	Setosa
9.0	6.8	Versicolor
7.2	3.5	Setosa
9.0	6.0	Setosa
10.1	5.0	Virginica
5.6	4.5	Setosa
8.9	6.5	Setosa
9.2	3.1	Virginica
9.8	3.2	Versicolor
6.2	5.2	Versicolor
8.9	3.6	Virginica
12.4	6.8	Virginica
7.3	5.9	Virginica
8.4	5.9	Setosa
7.3	8.0	Setosa
8.2	4.2	Setosa
8.0	7.7	Virginica
9.9	3.6	Versicolor
7.0	4.5	Setosa
5.7	7.9	Setosa
8.8	4.5	Setosa
11.2	4.6	Versicolor
8.6	6.3	Setosa
6.2	4.3	Virginica
8.1	5.3	Versicolor
