petal.width	variety
5.0	Versicolor
5.8	Versicolor
6.0	Virginica
5.2	Virginica
2.9	Virginica
5.5	Versicolor
6.1	Virginica
3.6	Versicolor
4.3	Versicolor
5.5	Virginica
2.5	Versicolor
3.0	Versicolor
1.2	Setosa
4.4	Virginica
3.3	Virginica
2.2	Setosa
4.6	Versicolor
1.8	Setosa
5.2	Versicolor
1.5	Versicolor
2.6	Virginica
5.5	Versicolor
2.3	Setosa
3.7	Setosa
2.3	Setosa
3.5	Versicolor
3.5	Versicolor
2.9	Setosa
2.3	Versicolor
1.7	Setosa
4.5	Versicolor
3.3	Versicolor
2.7	Setosa
2.0	Virginica
2.2	Virginica
3.3	Virginica
5.0	Virginica
2.2	Setosa
4.3	Versicolor
3.3	Virginica
3.7	Virginica
5.8	Virginica
5.0	Virginica
4.6	Virginica
3.2	Versicolor
3.8	Virginica
4.3	Versicolor
4.9	Setosa
2.2	Setosa
1.2	Setosa
4.2	Setosa
4.7	Virginica
1.9	Versicolor
1.0	Versicolor
1.7	Setosa
1.7	Setosa
5.5	Virginica
4.0	Versicolor
0.7	Setosa
3.0	Versicolor
5.0	Virginica
2.7	Setosa
4.8	Virginica
3.3	Virginica
2.4	Virginica
1.8	Virginica
4.8	Setosa
4.3	Versicolor
1.9	Setosa
4.0	Setosa
3.4	Versicolor
2.7	Setosa
3.3	Setosa
1.4	Versicolor
1.4	Versicolor
2.0	Virginica
3.9	Versicolor
0.1	Setosa
2.5	Versicolor
2.8	Virginica
2.3	Versicolor
5.0	Versicolor
4.2	Setosa
0.7	Setosa
4.8	Virginica
1.9	Versicolor
6.1	Virginica
5.3	Versicolor
2.2	Setosa
0.2	Setosa
1.1	Setosa
1.6	Setosa
0.7	Setosa
4.1	Virginica
0.3	Setosa
2.1	Versicolor
4.3	Setosa
3.0	Versicolor
2.2	Versicolor
0.7	Setosa
2.2	Setosa
5.1	Versicolor
2.2	Setosa
4.6	Virginica
3.7	Versicolor
