sepal.width	petal.length	variety
6.8	6.9	Virginica
5.8	3.7	Setosa
3.9	5.0	Versicolor
4.9	2.6	Setosa
6.3	10.2	Virginica
5.8	2.7	Setosa
3.9	5.6	Versicolor
5.2	5.3	Virginica
6.7	4.7	Versicolor
4.3	8.5	Versicolor
3.0	8.3	Virginica
6.2	8.5	Versicolor
7.6	6.4	Virginica
6.9	3.0	Setosa
5.9	5.0	Setosa
3.4	7.1	Virginica
6.3	6.4	Virginica
2.7	9.0	Versicolor
3.3	6.1	Virginica
5.9	4.9	Setosa
4.9	6.8	Versicolor
5.0	6.0	Versicolor
8.0	5.1	Setosa
5.0	7.5	Versicolor
4.2	4.7	Setosa
3.7	1.9	Setosa
4.4	4.7	Setosa
7.5	6.0	Virginica
6.2	4.4	Versicolor
6.5	7.3	Virginica
4.7	6.8	Versicolor
5.0	3.8	Setosa
8.0	1.3	Setosa
4.0	8.0	Versicolor
7.7	6.7	Virginica
6.8	4.6	Versicolor
3.0	8.4	Versicolor
4.8	6.3	Virginica
4.5	6.5	Virginica
7.2	4.5	Setosa
3.8	8.1	Virginica
7.0	1.4	Setosa
6.9	5.8	Versicolor
3.1	5.0	Versicolor
7.3	6.1	Virginica
7.1	10.0	Virginica
5.5	5.4	Setosa
7.3	2.6	Setosa
6.9	8.2	Versicolor
4.0	5.9	Versicolor
5.6	4.0	Setosa
6.0	4.5	Setosa
6.7	9.3	Virginica
5.8	8.0	Versicolor
4.6	7.9	Virginica
3.4	6.1	Virginica
3.0	10.1	Virginica
3.3	3.4	Setosa
4.4	7.8	Versicolor
6.9	6.4	Virginica
4.2	6.4	Virginica
7.0	8.2	Virginica
5.7	4.6	Setosa
4.3	8.7	Virginica
5.9	6.7	Versicolor
7.2	4.0	Setosa
3.1	8.6	Virginica
2.8	6.3	Versicolor
5.1	3.1	Setosa
4.0	1.9	Setosa
4.0	6.0	Virginica
6.8	8.9	Versicolor
6.7	8.2	Versicolor
3.0	9.6	Virginica
4.7	4.1	Versicolor
3.5	1.6	Setosa
4.3	5.1	Virginica
3.8	8.7	Versicolor
3.0	5.9	Versicolor
5.7	3.8	Setosa
4.5	7.7	Virginica
5.7	4.4	Versicolor
7.8	2.9	Setosa
6.4	5.1	Versicolor
6.3	6.1	Versicolor
7.4	4.8	Setosa
3.6	4.5	Versicolor
7.0	7.9	Virginica
4.6	5.0	Setosa
6.8	8.2	Versicolor
6.9	4.9	Setosa
6.4	3.9	Setosa
4.0	4.5	Versicolor
7.5	8.4	Virginica
4.4	4.5	Setosa
5.9	1.4	Setosa
6.3	7.6	Virginica
6.0	5.0	Versicolor
6.6	2.4	Setosa
5.2	8.0	Virginica
4.0	5.2	Setosa
6.5	5.6	Versicolor
5.2	1.3	Setosa
7.2	3.0	Setosa
4.8	7.3	Versicolor
