sepal.width	variety
4.3	Virginica
5.7	Setosa
6.0	Versicolor
5.8	Virginica
4.0	Versicolor
3.3	Versicolor
5.3	Versicolor
3.6	Versicolor
4.3	Setosa
7.3	Virginica
3.9	Versicolor
5.2	Versicolor
3.2	Virginica
3.1	Versicolor
6.5	Virginica
3.8	Virginica
5.5	Virginica
6.2	Virginica
5.8	Versicolor
5.6	Setosa
6.6	Versicolor
3.5	Setosa
7.9	Virginica
5.7	Virginica
3.9	Setosa
2.8	Versicolor
4.5	Virginica
5.9	Versicolor
7.0	Setosa
7.5	Versicolor
4.0	Setosa
7.5	Setosa
5.5	Virginica
6.8	Setosa
5.6	Setosa
5.5	Setosa
5.8	Virginica
7.4	Versicolor
5.7	Setosa
4.6	Setosa
4.6	Virginica
2.8	Virginica
4.5	Setosa
4.2	Versicolor
5.7	Setosa
4.0	Virginica
7.1	Setosa
6.9	Versicolor
6.0	Versicolor
7.1	Virginica
5.9	Setosa
3.6	Virginica
7.0	Versicolor
6.2	Virginica
4.7	Versicolor
7.4	Setosa
6.8	Versicolor
2.0	Versicolor
7.2	Setosa
4.0	Setosa
7.5	Setosa
3.7	Virginica
7.3	Versicolor
3.8	Virginica
6.2	Versicolor
7.2	Versicolor
3.9	Versicolor
7.0	Virginica
5.0	Versicolor
5.4	Setosa
6.1	Versicolor
6.5	Versicolor
6.0	Virginica
5.8	Setosa
7.0	Setosa
5.9	Versicolor
3.4	Setosa
4.4	Versicolor
5.4	Setosa
5.4	Setosa
5.7	Virginica
3.8	Setosa
5.2	Setosa
7.4	Setosa
4.4	Virginica
4.8	Setosa
6.8	Setosa
3.2	Virginica
2.5	Virginica
4.4	Setosa
2.3	Versicolor
6.3	Versicolor
4.2	Setosa
5.0	Virginica
5.4	Setosa
4.9	Versicolor
6.0	Versicolor
8.9	Setosa
5.8	Versicolor
6.5	Virginica
6.4	Setosa
2.9	Versicolor
6.0	Setosa
6.0	Virginica
4.2	Virginica
