sepal.width	variety
5.5	Virginica
3.6	Setosa
4.5	Versicolor
7.0	Setosa
3.8	Virginica
6.4	Virginica
6.6	Virginica
4.7	Virginica
4.6	Virginica
4.3	Versicolor
7.2	Versicolor
4.0	Virginica
6.1	Versicolor
5.6	Setosa
4.3	Virginica
8.1	Setosa
4.3	Versicolor
4.9	Versicolor
3.0	Versicolor
7.3	Virginica
2.5	Virginica
2.9	Versicolor
4.0	Setosa
6.6	Setosa
5.6	Virginica
7.0	Versicolor
4.0	Versicolor
4.0	Setosa
7.7	Setosa
5.2	Setosa
7.5	Virginica
5.7	Setosa
5.0	Virginica
6.4	Setosa
4.0	Virginica
5.3	Versicolor
6.8	Setosa
6.0	Setosa
3.0	Virginica
5.8	Virginica
6.7	Versicolor
6.3	Setosa
5.6	Setosa
8.5	Setosa
7.4	Setosa
6.9	Setosa
3.4	Setosa
2.7	Versicolor
7.6	Setosa
4.8	Virginica
7.7	Setosa
6.9	Setosa
3.8	Virginica
6.7	Virginica
6.4	Setosa
7.2	Setosa
7.3	Setosa
3.4	Setosa
6.0	Versicolor
6.4	Virginica
6.3	Virginica
4.9	Versicolor
3.2	Setosa
5.5	Setosa
5.0	Virginica
7.7	Setosa
6.7	Virginica
4.4	Virginica
5.7	Virginica
7.7	Virginica
6.0	Setosa
3.4	Versicolor
3.1	Versicolor
5.2	Setosa
5.8	Virginica
7.1	Versicolor
2.9	Versicolor
5.3	Setosa
4.5	Virginica
5.9	Setosa
5.0	Setosa
5.0	Versicolor
3.5	Versicolor
3.3	Versicolor
4.2	Versicolor
5.9	Setosa
5.5	Versicolor
7.4	Versicolor
5.0	Setosa
3.3	Setosa
7.3	Virginica
7.3	Setosa
3.9	Versicolor
2.3	Versicolor
4.0	Virginica
6.4	Setosa
7.7	Versicolor
4.6	Setosa
4.5	Versicolor
4.0	Setosa
6.8	Virginica
8.1	Virginica
3.3	Versicolor
4.0	Setosa
5.9	Setosa
