sepal.length	variety
7.2	Versicolor
9.7	Virginica
9.5	Versicolor
8.5	Virginica
11.3	Versicolor
10.3	Versicolor
5.9	Setosa
6.6	Setosa
7.5	Setosa
8.3	Virginica
9.3	Versicolor
5.6	Setosa
7.4	Setosa
5.5	Setosa
7.3	Virginica
9.2	Virginica
7.1	Setosa
8.2	Versicolor
8.1	Setosa
6.2	Virginica
5.6	Virginica
4.9	Setosa
8.6	Versicolor
6.2	Setosa
6.7	Setosa
10.0	Versicolor
4.8	Setosa
8.3	Virginica
7.3	Versicolor
11.2	Virginica
9.2	Virginica
7.7	Setosa
10.2	Versicolor
7.6	Setosa
5.2	Versicolor
7.7	Virginica
8.1	Versicolor
8.0	Setosa
7.4	Virginica
8.4	Versicolor
6.9	Setosa
9.4	Virginica
7.4	Versicolor
6.0	Setosa
9.5	Virginica
8.2	Virginica
10.5	Versicolor
7.0	Versicolor
8.3	Virginica
7.1	Versicolor
9.8	Versicolor
10.2	Virginica
7.4	Virginica
6.1	Setosa
6.1	Versicolor
9.7	Virginica
7.5	Versicolor
10.8	Virginica
7.4	Setosa
8.0	Setosa
8.0	Setosa
6.8	Virginica
7.0	Setosa
7.3	Setosa
10.5	Virginica
8.6	Virginica
7.0	Versicolor
5.4	Setosa
10.3	Setosa
6.0	Versicolor
8.1	Setosa
7.5	Virginica
7.9	Setosa
9.6	Versicolor
5.3	Setosa
7.6	Versicolor
5.9	Versicolor
7.2	Virginica
8.3	Virginica
9.4	Virginica
5.1	Setosa
6.8	Virginica
12.2	Virginica
8.4	Setosa
7.6	Setosa
10.2	Versicolor
6.7	Versicolor
9.4	Virginica
8.1	Versicolor
8.9	Setosa
7.5	Versicolor
7.7	Versicolor
7.9	Virginica
8.1	Versicolor
6.6	Versicolor
9.4	Versicolor
6.8	Setosa
7.7	Versicolor
6.9	Setosa
7.8	Virginica
9.7	Versicolor
10.4	Versicolor
9.1	Versicolor
5.1	Setosa
9.3	Versicolor
