sepal.width	petal.length	petal.width	variety
5.4	8.5	3.5	Versicolor
6.4	4.5	4.2	Setosa
2.7	7.5	2.5	Versicolor
7.0	1.3	4.2	Setosa
5.0	4.1	2.2	Setosa
4.5	3.4	2.3	Setosa
5.0	5.5	4.7	Setosa
3.1	8.9	3.1	Virginica
7.3	6.2	0.8	Setosa
7.0	3.9	0.7	Setosa
4.4	9.0	5.6	Versicolor
4.8	9.4	2.0	Virginica
5.4	5.1	0.2	Setosa
3.6	5.0	2.0	Versicolor
6.0	7.6	3.3	Virginica
7.3	6.1	5.7	Virginica
4.5	4.7	3.2	Setosa
2.7	6.4	4.8	Virginica
8.1	4.4	1.6	Setosa
3.5	9.0	5.5	Versicolor
5.2	8.3	3.9	Virginica
3.9	2.9	2.2	Setosa
2.6	10.9	5.8	Virginica
6.6	8.0	5.8	Virginica
3.0	7.0	2.1	Versicolor
3.8	6.1	5.5	Versicolor
7.3	9.2	2.5	Virginica
2.3	4.8	5.0	Versicolor
3.4	9.9	2.8	Virginica
4.6	5.5	1.1	Setosa
6.1	2.0	2.2	Setosa
7.5	2.1	0.6	Setosa
3.5	10.6	4.6	Virginica
5.9	7.2	5.4	Versicolor
6.5	4.3	2.7	Setosa
4.8	6.0	1.3	Versicolor
4.9	4.1	0.4	Setosa
7.0	9.4	4.6	Virginica
6.8	6.6	3.3	Versicolor
4.3	10.1	5.9	Virginica
4.2	7.4	1.9	Versicolor
6.5	9.3	4.7	Virginica
4.4	5.3	3.6	Versicolor
7.7	8.1	6.5	Virginica
7.7	1.6	1.7	Setosa
3.4	2.9	0.8	Setosa
5.4	10.1	4.3	Virginica
6.7	9.0	5.3	Virginica
7.3	5.8	5.3	Virginica
5.3	5.4	1.3	Versicolor
2.7	7.6	1.5	Versicolor
3.6	4.0	3.7	Versicolor
2.3	8.0	2.8	Versicolor
6.5	9.2	5.0	Virginica
5.2	4.9	0.7	Setosa
7.3	4.0	3.3	Versicolor
7.0	4.9	1.7	Setosa
6.8	9.7	4.7	Virginica
5.9	7.6	5.8	Versicolor
3.3	8.1	2.6	Virginica
4.8	7.9	3.0	Virginica
6.7	1.4	0.7	Setosa
6.2	8.7	5.4	Versicolor
5.9	5.0	1.9	Setosa
4.4	2.4	1.7	Setosa
4.1	5.9	4.7	Setosa
5.0	6.0	5.4	Virginica
3.0	4.4	0.3	Setosa
3.0	4.2	6.0	Versicolor
4.1	6.0	1.6	Setosa
3.8	2.2	1.0	Setosa
6.6	6.6	5.4	Virginica
4.9	5.8	2.9	Setosa
7.7	9.9	2.3	Virginica
3.5	9.0	3.7	Versicolor
6.9	6.3	1.3	Versicolor
5.8	6.7	3.6	Virginica
7.4	1.4	1.2	Setosa
6.4	7.1	2.8	Versicolor
7.6	4.6	1.2	Setosa
7.5	4.6	5.9	Versicolor
4.8	2.9	2.4	Setosa
3.1	4.9	4.5	Versicolor
5.4	6.0	2.7	Setosa
7.5	4.6	2.8	Versicolor
5.4	4.3	1.0	Versicolor
3.0	3.6	0.1	Setosa
2.5	4.5	2.2	Virginica
4.5	8.1	4.8	Virginica
4.1	7.6	4.4	Virginica
7.5	6.8	2.6	Virginica
3.8	6.1	4.4	Virginica
2.7	7.6	5.6	Versicolor
6.8	6.0	3.5	Virginica
4.5	7.8	6.3	Virginica
6.7	9.7	6.8	Virginica
2.9	7.3	4.3	Virginica
4.0	6.7	2.3	Virginica
5.8	3.3	2.3	Setosa
6.7	9.5	3.5	Virginica
4.0	7.5	5.8	Versicolor
6.7	7.8	5.3	Versicolor
8.3	5.0	4.3	Setosa
6.4	5.0	1.9	Setosa
3.2	2.3	0.7	Setosa
